,psi_00,psi_01,psi_02,psi_03,psi_04,psi_05,psi_06,psi_07,psi_08,psi_squared_0,psi_squared_1,psi_squared_2,psi_squared_3,psi_squared_4,psi_squared_5,psi_squared_6,psi_squared_7,psi_squared_8,v_ev,z_ang
539,(0.00010158548296906749+4.051019970391588e-15j),(-0.0002257895473273706+2.5076438197169752e-15j),(0.00040625228961896614-5.41021229982061e-15j),(-0.000702849552419775+2.7178578820053688e-15j),(0.0012488148161007154+6.232767478473197e-15j),(-0.002372671864830838-7.065343267068213e-15j),(0.005132033989006462-3.7926049259635266e-15j),(-0.013348315341326718-4.386363451637006e-15j),(0.0660362065482759+9.42766524482205e-16j),1.03196103500587e-08,5.098091968229893e-08,1.6504092282065235e-07,4.939974933366781e-07,1.5595384449126638e-06,5.6295717781598455e-06,2.633777286431758e-05,0.00017817752245149823,0.004360780575286556,1.0,-35.50317537860283
540,(0.00010545063424791686+3.980061766394518e-15j),(-0.000234212304713742+2.597870671067864e-15j),(0.00042088436722724775-5.274591378617678e-15j),(-0.0007268543853452497+2.5687118255196924e-15j),(0.0012883154458577769+6.2934178460145935e-15j),(-0.002439985813195975-6.9932183272296585e-15j),(0.005255313639320076-3.7503740772782274e-15j),(-0.013594740878723114-4.380143637438521e-15j),(0.06652037538528549+1.397227842253407e-15j),1.1119836263287935e-08,5.4855403679322736e-08,1.7714365057628073e-07,5.283172974956207e-07,1.6597566880357223e-06,5.953530768597623e-06,2.7618321447623625e-05,0.0001848169795596253,0.0044249603413992955,1.0,-35.42989741084514
541,(0.00010946283766563573+3.9434843042286044e-15j),(-0.0002429492089864807+2.6967919692151168e-15j),(0.00043604328425481283-5.1447678680562765e-15j),(-0.0007516785294133824+2.4319185161055374e-15j),(0.0013290636507541436+6.371387786156216e-15j),(-0.0025092013533376664-6.907018893548294e-15j),(0.0053815221292824325-3.722263004310983e-15j),(-0.01384551973536175-4.402776506085583e-15j),(0.06700706183365349+1.785724194323156e-15j),1.1982112829813319e-08,5.902431814715667e-08,1.901337457437235e-07,5.650206115810651e-07,1.7664101877559322e-06,6.296091431591577e-06,2.8960780427956526e-05,0.00019169841674229168,0.004489946335579062,1.0,-35.356619443087446
542,(0.00011362768789073785+3.853423898117479e-15j),(-0.0002520119759914174+2.849383964054095e-15j),(0.00045174800573503996-4.970118251339128e-15j),(-0.000777349934994118+2.283143349676808e-15j),(0.0013710987903506084+6.390300125472131e-15j),(-0.002580372037541004-6.840416216292944e-15j),(0.005510728487545859-3.704788254574241e-15j),(-0.014100725977321777-4.399569502709285e-15j),(0.06749627145050953+2.2327198554645138e-15j),1.2911251455394932e-08,6.351003604309875e-08,2.040762606855857e-07,6.042729214353595e-07,1.8799118929009016e-06,6.658319852123513e-06,3.036812846344947e-05,0.00019883047308751718,0.004555746659720868,1.0,-35.28334147532975
543,(0.00011795099175594551+3.774575559487244e-15j),(-0.00026141275695149816+2.9645771458186624e-15j),(0.0004680181772073342-4.821642245061618e-15j),(-0.0008038975025600261+2.095655275607367e-15j),(0.0014144614615335563+6.440621406503314e-15j),(-0.0026535529185736876-6.764957578732205e-15j),(0.00564300335729359-3.695979528090416e-15j),(-0.014360434896565915-4.4309935310395996e-15j),(0.06798800977319358+2.658549833430669e-15j),1.3912436456211126e-08,6.833662949698305e-08,2.1904101419647568e-07,6.462511946222471e-07,2.000701226163644e-06,7.041343091670935e-06,3.184348689042673e-05,0.00020622209041850812,0.004622369472919866,1.0,-35.21006350757206
544,(0.00012243877766299443+3.647114191701709e-15j),(-0.00027116415765562066+3.0664487919772643e-15j),(0.00048487415321595966-4.613721818898782e-15j),(-0.0008313511209907143+1.925710965207094e-15j),(0.0014591935441439284+6.463589609707187e-15j),(-0.0027288006005532174-6.709865928506783e-15j),(0.005778419043150588-3.679531381017872e-15j),(-0.014624723042522545-4.449741604986958e-15j),(0.06848228232974315+3.133351824738269e-15j),1.4991254275608186e-08,7.353000039708229e-08,2.3510294445689393e-07,6.911446863725173e-07,2.1292457992713187e-06,7.4463527175796e-06,3.339012663824536e-05,0.0002138825240704899,0.004689822993090651,1.0,-35.13678553981436
545,(0.0001270973026567076+3.570137636242858e-15j),(-0.00028127925240898667+3.1936281447488824e-15j),(0.0005023370187460472-4.433302734766464e-15j),(-0.0008597416952635716+1.762331787262925e-15j),(0.0015053382346395553+6.49326101195248e-15j),(-0.0028061732736050673-6.633213897175762e-15j),(0.005917049540830058-3.687380995432689e-15j),(-0.014893668231644026-4.4534164313644465e-15j),(0.06897909462928707+3.583521750327707e-15j),1.615372434261073e-08,7.911801783575844e-08,2.523424804026666e-07,7.391557825746799e-07,2.266043200667733e-06,7.87460844149538e-06,3.50114752686372e-05,0.00022182135339428248,0.004758115495876141,1.0,-35.06350757205667
546,(0.0001319330624963573+3.461896974608945e-15j),(-0.0002917716045373914+3.3096169839469035e-15j),(0.0005204286196382551-4.2757967270453826e-15j),(-0.0008891011871681244+1.60666572996582e-15j),(0.001552940094419579+6.566765589023373e-15j),(-0.002885730767366451-6.568243608048604e-15j),(0.006058970586109035-3.63411132758187e-15j),(-0.015167349579992821-4.495013212917897e-15j),(0.06947845217286039+4.05594161167337e-15j),1.7406332979667723e-08,8.513066921432393e-08,2.7084594813857955e-07,7.905009210237682e-07,2.411622936855891e-06,8.327442061725367e-06,3.671112456333446e-05,0.0002300484932817084,0.004827255316336448,1.0,-34.990229604298975
547,(0.000136952799341554+3.4057239999708864e-15j),(-0.0003026552815401985+3.410342269592876e-15j),(0.0005391715857677793-4.116974015875283e-15j),(-0.0009194626451631151+1.428251364291951e-15j),(0.0016020450858649882+6.599158273198617e-15j),(-0.0029675345878736083-6.489072563840396e-15j),(0.006204259686037818-3.6259507093976214e-15j),(-0.015445847513204995-4.5055317783293584e-15j),(0.06998036044352285+4.490606015277221e-15j),1.875606924748795e-08,9.160021944417684e-08,2.907059988993418e-07,8.454115558503525e-07,2.566548457144157e-06,8.806261530226186e-06,3.8492838251794085e-05,0.00023857420540118092,0.004897250847805378,1.0,-34.91695163654128
548,(0.00014216351254039804+3.3334577523724317e-15j),(-0.000313944877007583+3.5307730658595742e-15j),(0.0005585893635121171-3.931632334987858e-15j),(-0.0009508602476636073+1.2957849203750833e-15j),(0.0016527006235269217+6.632951498275582e-15j),(-0.0030516479738491083-6.44407058634387e-15j),(0.006352996170077637-3.57059297381544e-15j),(-0.015729243800118857-4.526490871311614e-15j),(0.07048482491751516+4.931451668146601e-15j),2.021046429782391e-08,9.856138579930642e-08,3.1202207702887205e-07,9.041352105868965e-07,2.731419351006276e-06,9.312555356297369e-06,4.0360560337021127e-05,0.0002474091105235775,0.0049681105436527664,1.0,-34.84367366878359
549,(0.00014757246697547042+3.2774240353332566e-15j),(-0.0003256555270696326+3.643441587171696e-15j),(0.0005787062408036616-3.768773485179042e-15j),(-0.0009833293352188154+1.1281662401727878e-15j),(0.001704955612701475+6.68591076698382e-15j),(-0.0031381359359476716-6.356082150531608e-15j),(0.006505261222947804-3.5368506179770815e-15j),(-0.01601762156315531-4.557645042773212e-15j),(0.07099185105408932+5.348312456288605e-15j),2.1777633009226307e-08,1.0605152231100022e-07,3.3490091314510563e-07,9.669365815018774e-07,2.906873641282262e-06,9.847897152486169e-06,4.231842357878836e-05,0.00025656420054045797,0.005039842916086003,1.0,-34.77039570102589
550,(0.00015318720462339093+3.2110881352221253e-15j),(-0.00033780293383152735+3.776015572266124e-15j),(0.0005995473817976397-3.596442224580403e-15j),(-0.0010169064565462003+9.753255475654143e-16j),(0.0017588605036613217+6.694826837548578e-15j),(-0.003227065315982348-6.334076109946202e-15j),(0.006661137938027305-3.5215866133561124e-15j),(-0.01631106531302827-4.56082926881047e-15j),(0.07150144430702103+5.769004046869788e-15j),2.3466319660328644e-08,1.1411082210518725e-07,3.5945706302040476e-07,1.0340987413653492e-06,3.0935902713397583e-06,1.041395055361625e-05,4.4370758629426663e-05,0.000266050851645874,0.005112456537990031,1.0,-34.6971177332682
551,(0.00015901555361347148+3.1647699731561634e-15j),(-0.00035040338321961565+3.867112617433271e-15j),(0.0006211388539390015-3.4219424232849025e-15j),(-0.0010516294031946945+7.933853285332198e-16j),(0.001814467332930354+6.7623518806962845e-15j),(-0.0033185048286661955-6.243462294608981e-15j),(0.006820711351917925-3.4775362865430774e-15j),(-0.016609660959553654-4.565446143545399e-15j),(0.07201361011413784+6.183607371604651e-15j),2.5285946290998822e-08,1.2278253097175282e-07,3.858134758726562e-07,1.1059244016636293e-06,3.2922917022713923e-06,1.1012474297880856e-05,4.652210334618204e-05,0.0002758808371913208,0.005185960041671056,1.0,-34.6238397655105
552,(0.00016506564061685616+3.118617284646649e-15j),(-0.00036347377004739446+3.920059107845299e-15j),(0.000643507664988099-3.2353299413799785e-15j),(-0.0010875372585121492+6.481835878187699e-16j),(0.0018718297807494907+6.775852886775448e-15j),(-0.0034125251239413047-6.135865205424463e-15j),(0.006984068500216814-3.4515062754735065e-15j),(-0.016913495847482855-4.6110060874022525e-15j),(0.07252835390920304+6.6207430270518736e-15j),2.7246665712253112e-08,1.321131815124662e-07,4.141021148984354e-07,1.1827372886521212e-06,3.503746728100686e-06,1.1645327721530617e-05,4.877721281572073e-05,0.0002860663417828198,0.005260362120778607,1.0,-34.55056179775281
553,(0.00017134590067468159+3.0914959354387914e-15j),(-0.00037703161736724397+3.999113518789678e-15j),(0.0006666817922529603-3.076578800278879e-15j),(-0.0011246704349705643+4.560790218390361e-16j),(0.0019310032152278342+6.844520778589141e-15j),(-0.0035091988313612297-6.019223030844988e-15j),(0.007151298453877605-3.425206199189531e-15j),(-0.01722265876775227-4.623394850292617e-15j),(0.0730456811111271+7.0159392818377646e-15j),2.9359417678017848e-08,1.4215284049455987e-07,4.444646121216193e-07,1.2648835872968783e-06,3.7287734172202334e-06,1.231447643802702e-05,5.1141069576432225e-05,0.00029661997503043413,0.0053356715289884695,1.0,-34.477283829995116
554,(0.0001778650904797236+3.0513040137523993e-15j),(-0.00039109510328786496+4.073879752302016e-15j),(0.0006906902221415982-2.9007071481523204e-15j),(-0.0011630707262656134+3.268446986258615e-16j),(0.0019920447532452315+6.852098277462819e-15j),(-0.0036086006256961646-5.919237861199966e-15j),(0.007322492377465663-3.3710262099493924e-15j),(-0.01753723999448318-4.665020701023584e-15j),(0.07356559713623928+7.438666248646977e-15j),3.1635990411360263e-08,1.5295537981574575e-07,4.770529829620102e-07,1.3527335142960215e-06,3.968242298931855e-06,1.302199847577475e-05,5.361889461804273e-05,0.0003075547866241004,0.005411897082011457,1.0,-34.40400586223742
555,(0.00018463229903471076+3.0460220071179667e-15j),(-0.0004056830819494355+4.145865033889655e-15j),(0.0007155629817221515-2.730662678674444e-15j),(-0.0012027813474926338+1.5150150080476956e-16j),(0.002055013307668347+6.9498177279153595e-15j),(-0.0037108072741094365-5.792061517991246e-15j),(0.007497743567402842-3.3347932189598886e-15j),(-0.017857331296683047-4.6609196878691045e-15j),(0.07408810738716731+7.82906924746648e-15j),3.4089085846842854e-08,1.6457876297999241e-07,5.120303808110961e-07,1.4466829698761959e-06,4.223079694694e-06,1.3770090625583506e-05,5.62161586025307e-05,0.00031888428103949584,0.0054890476562124355,1.0,-34.33072789447973
556,(0.00019165696189470035+3.014312650493685e-15j),(-0.00042081511222255775+4.23051034817451e-15j),(0.0007413311809829916-2.564970319674725e-15j),(-0.0012438469905911745-1.671056332480674e-18j),(0.0021199696519052288+6.95047947005106e-15j),(-0.003815897705222295-5.6765493471662e-15j),(0.007677147512823547-3.2593859797992158e-15j),(-0.018183025976457306-4.655783180677504e-15j),(0.0746132172655135+8.251557067399272e-15j),3.6732391042706624e-08,1.7708535867488388e-07,5.495719198976371e-07,1.5471553360027213e-06,4.494271324999177e-06,1.4561075296720776e-05,5.893859393365278e-05,0.00033062243366052116,0.005567132190710721,1.0,-34.25744992672203
557,(0.00019894887272143007+3.0244457672117637e-15j),(-0.0004365114804324267+4.316676515036654e-15j),(0.0007680270468948699-2.4104913090595496e-15j),(-0.0012863138675734843-1.659452402133903e-16j),(0.0021869764703862224+7.023225894708892e-15j),(-0.003923953059245671-5.5459635993464895e-15j),(0.007860801935792229-3.23894613948439e-15j),(-0.018514418881174194-4.6353206305832645e-15j),(0.0751409321603858+8.59481465482883e-15j),3.958065395712778e-08,1.9054227254930883e-07,5.898655447620548e-07,1.6546033659118551e-06,4.782866082022979e-06,1.539740761116346e-05,6.179220707375485e-05,0.0003427837065075795,0.005646159685931701,1.0,-34.18417195896434
558,(0.00020651819855883186+3.023742882925557e-15j),(-0.00045279323107998647+4.430267568836173e-15j),(0.0007956839685733814-2.243516554318766e-15j),(-0.001330229769541461-3.241198842960975e-16j),(0.0022560984270005384+7.001076307748785e-15j),(-0.0040350567606989496-5.417480672454463e-15j),(0.008048806854883623-3.1929745067970617e-15j),(-0.01885160644293568-4.6387919969746e-15j),(0.07567125746149767+9.002325260044013e-15j),4.26497663359851e-08,2.0502171011185404e-07,6.331129778446858e-07,1.7695112397743285e-06,5.089980112314304e-06,1.62816830620623e-05,6.478329178722159e-05,0.0003553830654793341,0.005726139205804266,1.0,-34.110893991206645
559,(0.000214375492354677+3.044081876386814e-15j),(-0.00046968219145035884+4.52101765898316e-15j),(0.0008243365340300827-2.0836502835040186e-15j),(-0.0013756441131835548-5.224938757692726e-16j),(0.002327402219054635+7.0641019415365734e-15j),(-0.0041492945716678515-5.2691237610062955e-15j),(0.00824126462746667-3.1521962195114262e-15j),(-0.01919468669121731-4.6343483436882824e-15j),(0.07620419854733239+9.360405672062124e-15j),4.595685172231017e-08,2.2060136096561154e-07,6.795307213367297e-07,1.892396726136569e-06,5.4168010892604385e-06,1.72166454424723e-05,6.791844265993336e-05,0.000368435997173995,0.0058070798762412555,1.0,-34.03761602344895
560,(0.00022253170934818716+3.0350749615505666e-15j),(-0.00048720100450692764+4.573938039369766e-15j),(0.0008540205784462059-1.8775128069816015e-15j),(-0.0014226080036072871-7.073421180102963e-16j),(0.002400956649834784+7.0563057812633525e-15j),(-0.004266754668381825-5.075255649547753e-15j),(0.008438280016138451-3.0624408268566243e-15j),(-0.019543759293647593-4.645292830452809e-15j),(0.07673976079868593+9.770750465750718e-15j),4.952036166542605e-08,2.3736481879255932e-07,7.293511484095921e-07,2.023813531927511e-06,5.764592834385871e-06,1.8205195400158096e-05,7.120456963076154e-05,0.00038195852732803666,0.0058889908874395335,1.0,-33.96433805569126
561,(0.00023099822063510418+3.0415325528435583e-15j),(-0.0005053731555303969+4.6425029237640446e-15j),(0.0008847732238132737-1.7200689973979365e-15j),(-0.0014711742843355896-9.290336344701868e-16j),(0.0024768326862691513+7.080786667034515e-15j),(-0.004387527697778628-4.892606641999231e-15j),(0.008639960233172159-2.989698820865536e-15j),(-0.01989892556913473-4.6273040701812614e-15j),(0.07727794958644633+1.0141541637765851e-14j),5.336017793658427e-08,2.554020263307507e-07,7.828236575769334e-07,2.1643537748903343e-06,6.1347001557712605e-06,1.9250399298774628e-05,7.464891283079631e-05,0.00039596723880596393,0.005971881492285341,1.0,-33.89106008793356
562,(0.00023978683075173322+3.0219023750788688e-15j),(-0.0005242230073473698+4.703236654266267e-15j),(0.0009166329305419608-1.571435792748241e-15j),(-0.0015213976042146966-1.0972051011445496e-15j),(0.0025551035358765185+7.102353658786701e-15j),(-0.004511706858157327-4.732647500930277e-15j),(0.00884641500994085-2.895066067850824e-15j),(-0.02026028853000628-4.603343504796539e-15j),(0.07781877028560012+1.0540419404825398e-14j),5.749772420196035e-08,2.7480976143232047e-07,8.402159293539431e-07,2.3146506701102185e-06,6.528554079048687e-06,2.035549877394386e-05,7.825905852810677e-05,0.00041047929131910404,0.0060557610087630005,1.0,-33.81778212017587
563,(0.00024890979236635527+3.059074007364644e-15j),(-0.000543775829157284+4.7580382994503105e-15j),(0.0009496395402080393-1.4317434503952742e-15j),(-0.0015733344711566508-1.298588190827202e-15j),(0.002635844708373023+7.130235537432536e-15j),(-0.004639387959239901-4.550475951261121e-15j),(0.009057756643631277-2.8114987124169068e-15j),(-0.020627952895633454-4.5613450411132326e-15j),(0.07836222826260647+1.0929435173285064e-14j),6.195608473586209e-08,2.956921523756917e-07,9.018152563265362e-07,2.475381358129778e-06,6.947677326658067e-06,2.1523920636340173e-05,8.204295541524654e-05,0.0004255124406644726,0.00614063881828084,1.0,-33.74450415241817
564,(0.0002583798251509613+3.04986504847804e-15j),(-0.000564057834269925+4.839987095359254e-15j),(0.0009838343307363195-1.323741111776767e-15j),(-0.0016270433234008785-1.4639006507141736e-15j),(0.002719134097283026+7.132008581296622e-15j),(-0.004770669507129151-4.363377892557429e-15j),(0.009274100069800286-2.7039378015424786e-15j),(-0.021002025135985727-4.509643420315675e-15j),(0.07890832888988944+1.1357496800127776e-14j),6.676013404504134e-08,3.181612404012782e-07,9.679299903353817e-07,2.6472699762233757e-06,7.393690239007177e-06,2.27592875462519e-05,8.600893210466966e-05,0.0004410850598125763,0.00622652436819496,1.0,-33.67122618466048
565,(0.0002682101316875491+3.09346833698495e-15j),(-0.0005850962112894196+4.906114508594013e-15j),(0.0010192600624833047-1.2254207406106195e-15j),(-0.0016825845872667268-1.656555781444104e-15j),(0.00280505204574666+7.141251000723966e-15j),(-0.0049056527680684595-4.191713270707281e-15j),(0.0094955629114613-2.5988227482758847e-15j),(-0.02138261348576396-4.475531661344699e-15j),(0.07945707753278551+1.1738753121384824e-14j),7.193667473985244e-08,3.423375764652331e-07,1.0388910749734701e-06,2.8310908933075413e-06,7.868316979347523e-06,2.406542908085774e-05,9.016571500551939e-05,0.0004572161594815747,0.006313427170051088,1.0,-33.597948216902786
566,(0.0002784144177258888+3.1472243591476e-15j),(-0.0006069191645480332+5.009447810345112e-15j),(0.0010559610372540915-1.1019317293213022e-15j),(-0.0017400207530657858-1.82902908998397e-15j),(0.0028936814330874933+7.1008254195440036e-15j),(-0.005044441857947372-4.029821034896381e-15j),(0.00972226555492309-2.498061551164257e-15j),(-0.021769827989426557-4.39991948458332e-15j),(0.08000847956454539+1.2172165406478323e-14j),7.751458799764572e-08,3.683508722956826e-07,1.115053712198737e-06,3.0276722210996244e-06,8.37339223619529e-06,2.5446393658211538e-05,9.452244752044396e-05,0.0004739254106892199,0.006401356802230277,1.0,-33.52467024914509
567,(0.00028900690940032313+3.1893378573178945e-15j),(-0.0006295559478290084+5.084938685277187e-15j),(0.0010939831479701314-1.0402062259504203e-15j),(-0.0017994164371469513-2.0238747355462505e-15j),(0.002985107745093222+7.107098189712969e-15j),(-0.005187143809971924-3.82399527198855e-15j),(0.009954331201359752-2.3621224630358868e-15j),(-0.022163780515841926-4.324134504978688e-15j),(0.08056254035283182+1.256111072868582e-14j),8.352499368112658e-08,3.963406914468811e-07,1.1967991280426383e-06,3.237899514274628e-06,8.91086824981554e-06,2.6906460905330045e-05,9.908870966636429e-05,0.0004912331667544142,0.006490322908101655,1.0,-33.4513922813874
568,(0.00030000237497974886+3.2278799322828766e-15j),(-0.0006530369076990098+5.08973328514387e-15j),(0.0011333739417957029-9.479893685405369e-16j),(-0.0018608384627772894-2.2139874602743417e-15j),(0.0030794191658529446+7.0528468944797565e-15j),(-0.005333868668973976-3.6520340959662106e-15j),(0.010191885946090034-2.192679524787854e-15j),(-0.02256458480484592-4.2380292821797734e-15j),(0.08111926527525601+1.2985960400346602e-14j),9.000142499348984e-08,4.26457202817085e-07,1.2845364919415293e-06,3.4627197845513457e-06,9.482822399022444e-06,2.845015497786222e-05,0.00010387453913810755,0.0005091604874150835,0.006580335198797355,1.0,-33.3781143136297
569,(0.0003114161434981718+3.2581742392658615e-15j),(-0.0006773935199652371+5.136688785674405e-15j),(0.0011741826736569227-8.34418467420573e-16j),(-0.0019243559267814849-2.4170473815353396e-15j),(0.0031767066528007363+7.062489387198846e-15j),(-0.005484729563216751-3.4471060563637946e-15j),(0.01043505883274665-2.069233983217646e-15j),(-0.022972356482424176-4.1447320447392975e-15j),(0.08167865970540132+1.3371254717631535e-14j),9.698001443127393e-08,4.5886198089089406e-07,1.3787049511161196e-06,3.7031457329390275e-06,1.0091465157948457e-05,3.008225838162381e-05,0.00010889045284288387,0.000527729162355576,0.006671403451270749,1.0,-33.30483634587201
570,(0.00032326412811030386+3.270336027264856e-15j),(-0.0007026584361229664+5.207119046838888e-15j),(0.0012164603737750707-7.266173243722298e-16j),(-0.0019900402857308914-2.5815041675230772e-15j),(0.003277064034156216+7.042844029893257e-15j),(-0.00563984280377941-3.2596132534055657e-15j),(0.010683981936161152-1.935242677947191e-15j),(-0.023387213108863464-4.055547248618558e-15j),(0.08224072902892139+1.3773722807841364e-14j),1.0449969652291494e-07,4.937288778547729e-07,1.4797758409649849e-06,3.960260338831888e-06,1.0739148683960214e-05,3.1807826851342395e-05,0.0001141474700122178,0.000546961736999395,0.006763537511208474,1.0,-33.231558378114315
571,(0.00033556284624734035+3.3278428681698927e-15j),(-0.0007288655227587328+5.2596514444544395e-15j),(0.001260259905323136-5.848047683882997e-16j),(-0.002057965427500284-2.7855451353417753e-15j),(0.0033805880890391327+7.0155440618316716e-15j),(-0.005799327960734175-3.066231668933795e-15j),(0.01093879041925387-1.8207028199581747e-15j),(-0.02380927419447308-3.91937263510044e-15j),(0.0828054786290633+1.4149161577622557e-14j),1.1260242378161617e-07,5.312449502663608e-07,1.5882550289650797e-06,4.235221700786427e-06,1.1428375827753255e-05,3.363220479615321e-05,0.00011965713583636025,0.0005668815376676016,0.006856747290988259,1.0,-33.15828041035662
572,(0.0003483294447016376+3.338587889920016e-15j),(-0.0007560499113458402+5.318121906220309e-15j),(0.0013056360366841087-4.120942282372554e-16j),(-0.00212820776312838-2.9542246972554555e-15j),(0.003487378650867294+7.0002741781241855e-15j),(-0.0059633079678934305-2.9066142236534627e-15j),(0.011199622619698573-1.71105780772144e-15j),(-0.02423866124939635-3.788042895802397e-15j),(0.08337291390335595+1.4568626525112752e-14j),1.213334020461512e-07,5.716114684460529e-07,1.704685460288187e-06,4.529268283039902e-06,1.2161809854524986e-05,3.5561041919941274e-05,0.00012543154682366392,0.0005875126991629881,0.0069510427727364045,1.0,-33.08500244259893
573,(0.00036158172142687677+3.392205110942239e-15j),(-0.0007842480408201491+5.392533731837314e-15j),(0.0013526455035520648-2.427047296532034e-16j),(-0.002200846303637156-3.1204491166814923e-15j),(0.003597538692870246+6.9577721897714834e-15j),(-0.006131909203608291-2.73631732057376e-15j),(0.01146662010965871-1.6255574685865936e-15j),(-0.02467549779988015-3.677317974246259e-15j),(0.08394304024860473+1.4933536217801315e-14j),1.307413412700235e-07,6.150449895302423e-07,1.829649858279619e-06,4.843724452233333e-06,1.2942284646698558e-05,3.760031048129607e-05,0.00013148337673922952,0.0006088801916718901,0.007046434006178874,1.0,-33.01172447484123
574,(0.00037533815248417976+3.4053244065230757e-15j),(-0.0008134977109752647+5.4782735636275744e-15j),(0.001401347086257505-8.045004770644777e-18j),(-0.002275962757952429-3.260821297150487e-15j),(0.0037111744378223737+6.875061149692697e-15j),(-0.006305261601182119-2.576197792286265e-15j),(0.011739927786414946-1.5729795145966316e-15j),(-0.02511990943981557-3.5334163269204113e-15j),(0.08451586307820122+1.5342327929081232e-14j),1.4087872871023738e-07,6.617785257619953e-07,1.9637736561623994e-06,5.180006475586427e-06,1.3772815707946211e-05,3.97563238593417e-05,0.00013782590443023774,0.0006310098502645353,0.007142931111853256,1.0,-32.93844650708354
575,(0.0003896179156162687+3.4186883157839907e-15j),(-0.0008438381284545278+5.538199476503754e-15j),(0.0014518016766426219+2.09899783082657e-16j),(-0.0023536416153543674-3.4503932088409514e-15j),(0.003828395449303864+6.831916738557146e-15j),(-0.006483498734554138-2.427716565703601e-15j),(0.012019693935078986-1.509912227813033e-15j),(-0.025572023847564063-3.382192969690509e-15j),(0.08509138780655863+1.5691621358758143e-14j),1.5180212016916588e-07,7.120627870336402e-07,2.107728108302328e-06,5.539628853527916e-06,1.4656611716250536e-05,4.203575584096511e-05,0.00014447304229297457,0.0006539284036603852,0.007240544278846154,1.0,-32.86516853932584
576,(0.00040444091919726116+3.4295468567743044e-15j),(-0.0008753099640161085+5.5578788038097695e-15j),(0.001504072360820347+4.592491621549167e-16j),(-0.002433970249873999-3.6043454754116e-15j),(0.00394931474817068+6.7528053768819604e-15j),(-0.006666757934700703-2.2614535623068626e-15j),(0.012306070323376422-1.4398479958009645e-15j),(-0.026031970839299607-3.216035118821056e-15j),(0.08566961986707601+1.6083152299334514e-14j),1.6357245712112555e-07,7.661675331058812e-07,2.262233666583692e-06,5.924211177271696e-06,1.559708698011844e-05,4.444566135989478e-05,0.00015143936680388586,0.0006776635057781451,0.0073392837681693045,1.0,-32.791890571568146
577,(0.00041982782772025855+3.448150557885268e-15j),(-0.0009079554022041357+5.619791003711482e-15j),(0.0015582244911776092+7.022121729448725e-16j),(-0.002517039008769398-3.799487104834321e-15j),(0.004074048909933481+6.701157529121464e-15j),(-0.00685518038048244-2.0986958369169804e-15j),(0.012599212267475138-1.4136233073065836e-15j),(-0.02649988238639908-3.060291453395034e-15j),(0.08625056469598204+1.6436134137592718e-14j),1.762554049283111e-07,8.243830123916737e-07,2.4280635649057193e-06,6.335485371666834e-06,1.6597874520530187e-05,4.699349804895137e-05,0.000158740149760896,0.0007022437664929841,0.007439159910375783,1.0,-32.718612603810456
578,(0.0004358000929040419+3.4378579403870394e-15j),(-0.0009418182027737653+5.647016115972591e-15j),(0.0016143257749617393+9.427894370075125e-16j),(-0.0026029413238424087-3.946792327031656e-15j),(0.004202718188392425+6.6457854213200975e-15j),(-0.007048911221373455-1.9577279978751096e-15j),(0.0128992787311254-1.3312497615144162e-15j),(-0.02697589267066297-2.9031806532091294e-15j),(0.08683422775098916+1.6795289696415603e-14j),1.8992172097517155e-07,8.870215270760053e-07,2.6060477077058203e-06,6.775303535366471e-06,1.766284017104451e-05,4.968714940680461e-05,0.00016639139178326412,0.0007276987853791282,0.007540183109110656,1.0,-32.64533463605276
579,(0.0004523799812443165+3.488824913152971e-15j),(-0.000976943754324143+5.694113777608906e-15j),(0.001672446351791256+1.1673882515574425e-15j),(-0.0026917738063621842-4.109769693465196e-15j),(0.004335446619528022+6.607430537366026e-15j),(-0.007248099673765456-1.796576535917237e-15j),(0.01320643239474537-1.2786218855411755e-15j),(-0.02746013810227567-2.7272459195078642e-15j),(0.0874206144945109+1.7140236718685207e-14j),2.0464764743060816e-07,9.544190991129513e-07,2.7970767996198817e-06,7.245646224617561e-06,1.8796097390776956e-05,5.253494888083891e-05,0.00017440985659697994,0.0007540591845960519,0.007642363838597889,1.0,-32.57205666829507
580,(0.00046959060744319024+3.5067843457554974e-15j),(-0.001013379140196659+5.723141832588265e-15j),(0.0017326588884924068+1.4117471754060666e-15j),(-0.0027836363657775367-4.265621377890098e-15j),(0.004472362152755693+6.530021932273035e-15j),(-0.0074528991503850645-1.6350340396439744e-15j),(0.013520839759131669-1.2018093335725692e-15j),(-0.027952757376985587-2.576158871789527e-15j),(0.0880097304130437+1.75322696262378e-14j),2.2051533859886439e-07,1.02693728178572e-06,3.0021068238717425e-06,7.748631416879171e-06,2.0002023225401538e-05,5.5545705745810416e-05,0.00018281310779211571,0.0007813566449766221,0.00774571264737663,1.0,-32.49877870053737
