,psi_00,psi_01,psi_02,psi_03,psi_04,psi_05,psi_06,psi_07,psi_08,psi_squared_0,psi_squared_1,psi_squared_2,psi_squared_3,psi_squared_4,psi_squared_5,psi_squared_6,psi_squared_7,psi_squared_8,v_ev,z_ang
1553,(1.8923421690178712e-05+4.118657153710459e-15j),(4.343489696354335e-05+1.809447089367965e-15j),(8.262232424737244e-05-6.2580456723543664e-15j),(0.0001549461800723691-4.8463866685522226e-15j),(0.00030705205268187155-3.252911300886556e-16j),(0.0006712252855580182+5.98604147372445e-15j),(0.0017513043773400296-3.604866035331047e-15j),(0.0057693848312248075+6.019012961049444e-15j),(0.046760631282689175-6.302913831137915e-14j),3.5809588846432614e-10,1.886590274233627e-09,6.826448464037947e-09,2.4008318719019026e-08,9.428096305615081e-08,4.505433839724431e-07,3.067067022090349e-06,3.32858013307669e-05,0.0021865566379556094,1.0,38.80068392769907
1554,(1.8229728640115364e-05+4.185734072256395e-15j),(4.1872445798162574e-05+1.847481972459556e-15j),(7.97483916511046e-05-6.277487860437775e-15j),(0.0001498232837984703-4.88086949375967e-15j),(0.0002976151783637684-4.712316598366241e-16j),(0.0006525921513299975+5.903795649990594e-15j),(0.0017096677640933574-3.5077651374169648e-15j),(0.005660751170357995+5.986447430331432e-15j),(0.046385932447170375-6.356399371809703e-14j),3.323230062922424e-10,1.7533017171200625e-09,6.359805970937969e-09,2.2447016368156975e-08,8.857479439249768e-08,4.2587651597751436e-07,2.92296386357998e-06,3.204410381270941e-05,0.0021516547289934535,1.0,38.87396189545676
1555,(1.7561463242422283e-05+4.2438313452402215e-15j),(4.0366189727903547e-05+1.8986248238483226e-15j),(7.697438981272436e-05-6.2828758543211e-15j),(0.00014486962630006994-4.9359334555713616e-15j),(0.0002884677852330139-5.893637143103171e-16j),(0.0006344734309911812+5.8798819220733245e-15j),(0.0016690076181712626-3.4165866940668706e-15j),(0.005554069494976734+5.9873947325383055e-15j),(0.046013467119747686-6.408052062500143e-14j),3.0840499121494896e-10,1.6294292731491058e-09,5.925056687041244e-09,2.0987208624321914e-08,8.321366311724024e-08,4.025565346337212e-07,2.785586429513711e-06,3.0847687955031116e-05,0.0021172391563801015,1.0,38.94723986321446
1556,(1.6917693326226676e-05+4.293995773073553e-15j),(3.8914107565092955e-05+1.9209680761586967e-15j),(7.429684459321417e-05-6.309992507770274e-15j),(0.0001400796196002618-4.98615910516736e-15j),(0.0002796010059878543-7.022768968905621e-16j),(0.0006168549838192701+5.805729282258424e-15j),(0.0016293012939308938-3.3083464714004723e-15j),(0.005449306315003974+5.985837085924048e-15j),(0.045643228688292674-6.45912618044573e-14j),2.862083474802546e-10,1.5143077675876248e-09,5.520021116508217e-09,1.9622299827354047e-08,7.817672254942014e-08,3.8051007106267197e-07,2.654622706404885e-06,2.9694939314742196e-05,0.002083304325091783,1.0,39.02051783097215
1557,(1.6297521228383927e-05+4.363909495157048e-15j),(3.7514251612683095e-05+1.980373288986291e-15j),(7.171240361610902e-05-6.319662648275768e-15j),(0.0001354478617431167-5.049269784844091e-15j),(0.00027100624631819345-8.295494958668086e-16j),(0.0005997230589522611+5.728510599435533e-15j),(0.0015905266689909033-3.225359767697695e-15j),(0.005346428695917428+5.987136337638077e-15j),(0.04527521051875901-6.511375684895372e-14j),2.6560919818962474e-10,1.4073190740596962e-09,5.142668832399726e-09,1.8346123250782455e-08,7.344438554347734e-08,3.596677474390572e-07,2.5297750847712986e-06,2.858429980052933e-05,0.0020498446875179465,1.0,39.09379579872984
1558,(1.570008184653757e-05+4.4271279617651845e-15j),(3.616474339096491e-05+1.999578160841112e-15j),(6.921782998003254e-05-6.361791411784018e-15j),(0.00013096912738289816-5.084407534183459e-15j),(0.00026267517313762015-9.596289790956887e-16j),(0.0005830642798560011+5.635921336574408e-15j),(0.001552662127526256-3.1181803793277044e-15j),(0.005245404243477292+6.006926268486246e-15j),(0.04490940594994003-6.565621051391579e-14j),2.464925699879785e-10,1.3078886645343402e-09,4.791107987144691e-09,1.7152912327437804e-08,6.899824658287872e-08,3.399639544439972e-07,2.4107596822543597e-06,2.751426567748958e-05,0.002016854742776509,1.0,39.16707376648753
1559,(1.5124542120651128e-05+4.481142610067782e-15j),(3.4863772765254545e-05+2.0597128548799543e-15j),(6.681000028128635e-05-6.368713831277917e-15j),(0.0001266383652046654-5.138333035798914e-15j),(0.00025459970998557174-1.0456552230190977e-15j),(0.0005668656389212304+5.542532140545715e-15j),(0.001515686553347146-3.0522961608276155e-15j),(0.0051462011012563084+6.0052678774942625e-15j),(0.044545808298772936-6.617974089601912e-14j),2.2875177435935012e-10,1.2154826514273045e-09,4.463576137585482e-09,1.6037275541710212e-08,6.482101232473724e-08,3.213366525895748e-07,2.2973057279973505e-06,2.648338577457164e-05,0.001984329036991028,1.0,39.24035173424524
1560,(1.4570099191102466e-05+4.529374387288421e-15j),(3.360959388788677e-05+2.0972436709519495e-15j),(6.448589865836188e-05-6.392883046494655e-15j),(0.00012245068896944564-5.196752960839699e-15j),(0.0002467720258338898-1.1347563241726111e-15j),(0.0005511144825932078+5.398023586757586e-15j),(0.0014795793138366914-2.9937571385274457e-15j),(0.00504878793577238+6.012683304366527e-15j),(0.044184410855227695-6.672960892295478e-14j),2.1228779043856475e-10,1.1296048013086756e-09,4.158431125776519e-09,1.4994171229091916e-08,6.089643273416198e-08,3.0372717292397916e-07,2.1891549459334545e-06,2.5490259620400727e-05,0.001952262162623563,1.0,39.31362970200293
1561,(1.403597995224607e-05+4.589010647374407e-15j),(3.2400524473281504e-05+2.148186414730666e-15j),(6.224261504618142e-05-6.449912451751692e-15j),(0.00011840137525532309-5.251211719456676e-15j),(0.0002391845308979409-1.2241202549329407e-15j),(0.0005357985064333914+5.316067854799084e-15j),(0.001444320253453632-2.914394937561684e-15j),(0.004953133934185143+6.010296782508277e-15j),(0.04382520688751361-6.726268486050978e-14j),1.970087332198536e-10,1.0497939861437137e-09,3.874143127787129e-09,1.4018885662351835e-08,5.7209239820868046e-08,2.87080039496253e-07,2.0860609945363637e-06,2.453353576997639e-05,0.0019206487587333702,1.0,39.38690766976062
1562,(1.352143930877187e-05+4.6339444811779505e-15j),(3.123494194112066e-05+2.1322735811857644e-15j),(6.007733953127023e-05-6.484242490323261e-15j),(0.00011448585493117974-5.287441949041531e-15j),(0.00023182986598530025-1.3141076893089277e-15j),(0.0005209057408768311+5.203203252654341e-15j),(0.0014098896782856235-2.8021264450120486e-15j),(0.004859208789820499+6.013573672362854e-15j),(0.043468189637096144-6.780118270498056e-14j),1.828293209808011e-10,9.756215980651787e-10,3.6092867251555243e-09,1.3107010979323131e-08,5.374508676276228e-08,2.7134279087844035e-07,1.987788904936339e-06,2.36119100630688e-05,0.0018894835103265527,1.0,39.46018563751832
1563,(1.302575979529094e-05+4.680109210938247e-15j),(3.0111282827433443e-05+2.140650376564196e-15j),(5.798736082011339e-05-6.516055841993305e-15j),(0.00011069971119550457-5.31014419802131e-15j),(0.00022470089868885617-1.4246753884090276e-15j),(0.0005064245467315037+5.095738134824522e-15j),(0.0013762683499548808-2.685793462900558e-15j),(0.0047669827000277965+6.0058640738908444e-15j),(0.0431133523238082-6.832457355900743e-14j),1.6967041824461785e-10,9.066893535136882e-10,3.3625340148820215e-09,1.2254426058768119e-08,5.0490493871579604e-08,2.56465821532209e-07,1.89411457108753e-06,2.2724124062364302e-05,0.0018587611485968182,1.0,39.53346360527601
1564,(1.2548249924643819e-05+4.723530868858751e-15j),(2.9028039115872404e-05+2.1021921462914686e-15j),(5.597006088566495e-05-6.590164236447701e-15j),(0.00010703867145282413-5.344876705470274e-15j),(0.00021779071324749176-1.5547451668417815e-15j),(0.0004923436015324782+5.0057133937856015e-15j),(0.0013434374707604235-2.5386156152887655e-15j),(0.004676426352083569+6.021621523255694e-15j),(0.042760688140991245-6.881989665563364e-14j),1.574585761713236e-10,8.426270549126183e-10,3.132647715545042e-09,1.1457277186385627e-08,4.7432794776851185e-08,2.424022219699717e-07,1.804824237843164e-06,2.1868963426461637e-05,0.0018284764502911092,1.0,39.6067415730337
1565,(1.2088243867901398e-05+4.763206647971221e-15j),(2.7983757773837636e-05+2.0628961412427225e-15j),(5.402291363324811e-05-6.651003703314487e-15j),(0.00010349860562882714-5.310049723769313e-15j),(0.00021109260709594417-1.6770314580011906e-15j),(0.00047865189545294033+4.8820723147294685e-15j),(0.0013113786779675475-2.376936050803968e-15j),(0.004587510921203689+6.0276124982965256e-15j),(0.04241019026051457-6.931436417652351e-14j),1.4612563980985574e-10,7.830906991448183e-10,2.9184751974253844e-09,1.0711961367111489e-08,4.456008877056266e-08,2.2910763702069253e-07,1.7197140370279127e-06,2.104525645216312e-05,0.0017986242379330448,1.0,39.68001954079139
1566,(1.164509988872861e-05+4.8256527244168615e-15j),(2.697703725993796e-05+2.024843634337564e-15j),(5.21434798206529e-05-6.724216031496774e-15j),(0.00010007551842548878-5.24906669376016e-15j),(0.0002046000812086764-1.8583751635622664e-15j),(0.0004653387182248214+4.805601214240123e-15j),(0.0012800740295136242-2.1877308775018085e-15j),(0.00450020805681372+6.011727636074311e-15j),(0.042061851828036304-6.983624353669106e-14j),1.356083514184671e-10,7.277605393240809e-10,2.7189424878068363e-09,1.0015109388130344e-08,4.186119323059698e-08,2.1654012267911973e-07,1.6385895210352468e-06,2.0251872554611118e-05,0.001769199379203681,1.0,39.753297508549096
1567,(1.1218200079078182e-05+4.861184247704201e-15j),(2.6006527175107056e-05+1.997053394688897e-15j),(5.0329405906086383e-05-6.7664030277092425e-15j),(9.676554789275318e-05-5.2172621850821105e-15j),(0.00019830683698316426-1.970165508423073e-15j),(0.0004523936554374243+4.737985988035588e-15j),(0.0012495059986623023-1.997651292809622e-15j),(0.004414489880710882+6.018470081549105e-15j),(0.04171566596793385-7.035542374655432e-14j),1.2584801301422972e-10,6.763394557095818e-10,2.533049098859603e-09,9.363571258984709e-09,3.9325601594267284e-08,2.04660019480035e-07,1.5612652406930774e-06,1.9487720906898774e-05,0.0017401967871482345,1.0,39.826575476306786
1568,(1.080694887383767e-05+4.867166052155836e-15j),(2.507092493506133e-05+1.9130466374887828e-15j),(4.8578419224647694e-05-6.787278220210776e-15j),(9.356495803965229e-05-5.101172664410113e-15j),(0.00019220676703979826-2.0997726629810025e-15j),(0.0004398065759961614+4.630927295365486e-15j),(0.0012196574602492366-1.771310843745004e-15j),(0.00433032897368929+5.990173054398629e-15j),(0.0413716257786811-7.084472294072386e-14j),1.167901439617413e-10,6.2855127709948e-10,2.3598628143656207e-09,8.754401372961893e-09,3.694344129589128e-08,1.934298242894673e-07,1.487564320341618e-06,1.875174902037294e-05,0.0017116114195712307,1.0,39.899853444064476
1569,(1.0410772837507424e-05+4.885506048294964e-15j),(2.416897552693293e-05+1.87817812412012e-15j),(4.6888327004812154e-05-6.816588415889293e-15j),(9.047013764378215e-05-5.054793661755156e-15j),(0.00018629395241669887-2.2322126945531426e-15j),(0.00042756762878615016+4.545429102427064e-15j),(0.0011905116856828605-1.578808515158988e-15j),(0.004247698373845953+5.98649223096832e-15j),(0.041029724337692405-7.134910788577498e-14j),1.0838419107418237e-10,5.841393780214829e-10,2.1985152093101967e-09,8.184845805284887e-09,3.470543670703526e-08,1.828140771858111e-07,1.4173180737474462e-06,1.8042941475173552e-05,0.0016834382792270284,1.0,39.97313141182218
1570,(1.0029119253872492e-05+4.91070855889822e-15j),(2.3299468336190065e-05+1.8178207659209473e-15j),(4.525701178496106e-05-6.830679112409986e-15j),(8.747759319749105e-05-4.98163259990611e-15j),(0.00018056265380010937-2.36850012569897e-15j),(0.0004156672306416344+4.4291727997379124e-15j),(0.0011620523297074087-1.4015104051085884e-15j),(0.0041665715635498465+6.00214784319384e-15j),(0.040689954696813066-7.186465215031783e-14j),1.0058323300839592e-10,5.428652247491235e-10,2.048197115704104e-09,7.652329311625733e-09,3.260287194733815e-08,1.727792466292857e-07,1.3503656169784162e-06,1.7360318594182215e-05,0.0016556724132286997,1.0,40.04640937957987
1571,(9.661455959884315e-06+4.930788825538544e-15j),(2.2461237000870366e-05+1.7707964994177009e-15j),(4.3682430585599565e-05-6.862519353812342e-15j),(8.458394793788261e-05-4.921685429480259e-15j),(0.00017500730900970918-2.49821875045903e-15j),(0.0004040960633529372+4.346193412601364e-15j),(0.0011342634257328062-1.2311595385447596e-15j),(0.004086922467886775+6.0202522525883965e-15j),(0.040352309887078996-7.237499563187905e-14j),9.334373126478415e-11,5.04507167609268e-10,1.9081547418657244e-09,7.154444248758436e-09,3.0627558206819836e-08,1.6329362841734105e-07,1.286553518955121e-06,1.670293525851773e-05,0.0016283089132228534,1.0,40.11968734733756
1572,(9.30727000528544e-06+4.934775819218474e-15j),(2.1653156382359035e-05+1.7196471947055081e-15j),(4.2162610550882306e-05-6.886906922691144e-15j),(8.178593510793605e-05-4.84439364726745e-15j),(0.00016962252463621262-2.6265367098358973e-15j),(0.0003928450621214361+4.276735590562286e-15j),(0.0011071293730929028-1.0517733276140649e-15j),(0.00400872544196114+6.047001989696273e-15j),(0.04001678291431697-7.287438429935563e-14j),8.662527495128602e-11,4.688591813188958e-10,1.777685728465372e-09,6.688939181479526e-09,2.8771800863962555e-08,1.5432724283319498e-07,1.225735448765084e-06,1.6069879669026537e-05,0.0016013429148115706,1.0,40.192965315095265
1573,(8.966067529406304e-06+4.974058653777277e-15j),(2.0874142509327564e-05+1.7083966938693425e-15j),(4.069564826437446e-05-6.905177881153408e-15j),(7.908039719112356e-05-4.773650809308061e-15j),(0.00016440307379754127-2.773833056859339e-15j),(0.0003819054128893093+4.1930353222411105e-15j),(0.0010806349326887865-8.701511468093353e-16j),(0.003931955269474704+6.111272079317472e-15j),(0.03968336676382283-7.338105228324582e-14j),8.039036694187406e-11,4.3572982549971604e-10,1.6561357876576841e-09,6.253709219905863e-09,2.7028370674079802e-08,1.4585174439415384e-07,1.1677718577472981e-06,1.5460272241149892e-05,0.0015747695977120784,1.0,40.266243282852955
1574,(8.637372486606032e-06+5.02210261558372e-15j),(2.0123149683824055e-05+1.6646244562636936e-15j),(3.927970560206139e-05-6.913976440044133e-15j),(7.646427946893735e-05-4.697664342115705e-15j),(0.00015934388816084443-2.9651725105407578e-15j),(0.0003712685412556643+4.129195747530438e-15j),(0.001054765214720862-7.070072312429033e-16j),(0.003856587150350509+6.165339379774924e-15j),(0.039352054396067815-7.38791159956793e-14j),7.460420347237887e-11,4.0494115319758815e-10,1.542895272184613e-09,5.8467860347037536e-09,2.5390474694215697e-08,1.3784032972610893e-07,1.112529658185146e-06,1.4873264448248659e-05,0.0015485841851910803,1.0,40.339521250610645
1575,(8.320726562511205e-06+5.05203769479614e-15j),(1.9399170507036453e-05+1.6556330081654055e-15j),(3.79130091800029e-05-6.939672722147514e-15j),(7.3934629444675e-05-4.641243060593869e-15j),(0.00015444005595127586-3.0979028580896092e-15j),(0.00036092611010992624+4.095811338060099e-15j),(0.001029505674629931-5.389280658133058e-16j),(0.003782596699440674+6.198887862451911e-15j),(0.039022838751297875-7.437849442216218e-14j),6.923449052807953e-11,3.76327816361073e-10,1.4373962650829844e-09,5.466329431121403e-09,2.385173088223322e-08,1.302676569590826e-07,1.0598819340952293e-06,1.430803779061948e-05,0.0015227819442097952,1.0,40.412799218368335
1576,(8.01568796066537e-06+5.044011626925818e-15j),(1.870123311249506e-05+1.6323215406321827e-15j),(3.6593846406010696e-05-6.905590530552966e-15j),(7.148859068032116e-05-4.548083328517524e-15j),(0.00014968681433760175-3.2179044332695974e-15j),(0.0003508700089862379+4.012643233698148e-15j),(0.0010048421012833235-4.270311678122044e-16j),(0.0037099599344622416+6.267837950042385e-15j),(0.03869571274534296-7.488874982947051e-14j),6.425125348275575e-11,3.4973611992788165e-10,1.3391095947867019e-09,5.110618597458502e-09,2.2406142386539655e-08,1.2310976320600266e-07,1.009707648511485e-06,1.376380271531508e-05,0.0014973581848700976,1.0,40.48607718612604
1577,(7.721831354933304e-06+5.074080208676747e-15j),(1.8028401266589747e-05+1.6541824201139842e-15j),(3.532056504887262e-05-6.880303388410613e-15j),(6.9123402395352e-05-4.520895347248158e-15j),(0.00014507954767651484-3.3399557530567176e-15j),(0.0003410923519823567+3.9575964311327704e-15j),(0.0009807606131988595-2.9578302764438525e-16j),(0.00363865327482937+6.3317866952561495e-15j),(0.03837066927413922-7.539918149285586e-14j),5.962667947403111e-11,3.250232522291748e-10,1.2475423153716422e-09,4.778044758709755e-09,2.1048075154022143e-08,1.1634399258085592e-07,9.61891380402203e-07,1.32397976544265e-05,0.0014723082605453718,1.0,40.55935515388373
1578,(7.438746733835486e-06+5.091078217949143e-15j),(1.737977172088944e-05+1.624094028924978e-15j),(3.409156947635343e-05-6.876028333135286e-15j),(6.683639356654347e-05-4.4499059415078316e-15j),(0.00014061378024130618-3.4754167066453325e-15j),(0.00033158546753039197+3.8763544576492094e-15j),(0.0009572476471659129-2.12978725328426e-16j),(0.0035686535298911906+6.4046705218516655e-15j),(0.03804770120963881-7.59095255367118e-14j),5.5334952970148106e-11,3.0205646507022826e-10,1.162235109361033e-09,4.467103504981894e-09,1.9772235193750348e-08,1.0994892227734863e-07,9.163230580046761e-07,1.2735288016404855e-05,0.0014476275673379504,1.0,40.63263312164142
1579,(7.166039385642974e-06+5.1239228319539005e-15j),(1.675447438171072e-05+1.619821328701375e-15j),(3.290532033635104e-05-6.8489809850308375e-15j),(6.462498268880413e-05-4.4250254453393365e-15j),(0.00013628517468595997-3.6160968129536005e-15j),(0.0003223418965838228+3.8127654421447454e-15j),(0.0009342899547379669-1.0518897523562927e-16j),(0.003499937897883876+6.485108775038909e-15j),(0.03772680140425682-7.641281688547727e-14j),5.135212047658633e-11,2.8071241180740085e-10,1.0827601064378771e-09,4.176388387528234e-09,1.8573648839182624e-08,1.0390429829325589e-07,8.728977195242722e-07,1.2249565289043804e-05,0.0014233115441962343,1.0,40.70591108939912
1580,(6.903328796741463e-06+5.149403406288408e-15j),(1.615166977358058e-05+1.5996120013784416e-15j),(3.176033096990406e-05-6.835818908260092e-15j),(6.248667212244526e-05-4.387508704249323e-15j),(0.0001320895250984703-3.720328880354685e-15j),(0.0003133543827844954+3.747050313184652e-15j),(0.0009118745912703862-1.15733708629859e-18j),(0.0034324839544610593+6.6047546156635526e-15j),(0.037407962686878536-7.68935683411712e-14j),4.765594847591994e-11,2.608764364747965e-10,1.008718623317847e-09,3.904584192937978e-09,1.7447642640739413e-08,9.819096921025207e-08,8.315152702045339e-07,1.1781946097632632e-05,0.0013993556723828969,1.0,40.77918905715681
1581,(6.650248666859894e-06+5.1785998333260815e-15j),(1.5570549271886846e-05+1.6142862773554165e-15j),(3.0655167195227495e-05-6.8052706875538355e-15j),(6.041904800396184e-05-4.332490273787661e-15j),(0.00012802275566920642-3.8478373619478714e-15j),(0.0003046158709014407+3.6487179633603465e-15j),(0.0008899889126681385+8.368400422219432e-17j),(0.0033662696517613657+6.720640329890612e-15j),(0.03709117786723316-7.739388864548557e-14j),4.42258073310718e-11,2.4244200462825597e-10,9.39739275767352e-10,3.650461361705045e-09,1.6389825969137326e-08,9.279082880504318e-08,7.920802646722155e-07,1.1331771368369587e-05,0.0013757554755787272,1.0,40.8524670249145
1582,(6.406445857683615e-06+5.19696025935947e-15j),(1.5010332671121445e-05+1.6134904541663494e-15j),(2.9588443885290712e-05-6.781293017686838e-15j),(5.841977482641518e-05-4.29044112869635e-15j),(0.0001240809140512732-3.984416657959113e-15j),(0.00029611949737418+3.586435249364725e-15j),(0.0008686205648228244+1.606653777627301e-16j),(0.003301273307222112+6.869850262768266e-15j),(0.036776439731995895-7.787171770016821e-14j),4.104254852743155e-11,2.2531008689773584e-10,8.754760115529973e-10,3.4128700907690524e-09,1.5396073231799444e-08,8.768675672513699e-08,7.545016856331225e-07,1.0898405448977221e-05,0.0013525065193611264,1.0,40.92574499267219
1583,(6.1715804357801874e-06+5.2172992528207275e-15j),(1.4470268474840914e-05+1.6470469599446527e-15j),(2.8558824846181195e-05-6.764423808152677e-15j),(5.648659548864445e-05-4.240919147105839e-15j),(0.0001202601702191762-4.093037302192878e-15j),(0.00028785858898820754+3.563102557269559e-15j),(0.0008477574806027206+2.372238990040552e-16j),(0.0032374736027581926+7.007888807567138e-15j),(0.03646374104909029-7.838227122639199e-14j),3.808840507530477e-11,2.093886697339748e-10,8.156064765948564e-10,3.1907354698977476e-09,1.4462508541145235e-08,8.28625672542818e-08,7.186927459178722e-07,1.0481235328556111e-05,0.0013296044112951122,1.0,40.9990229604299
1584,(5.945324668602745e-06+5.20829233798448e-15j),(1.3949631562336941e-05+1.6666042884882644e-15j),(2.7565019549431465e-05-6.71081653635568e-15j),(5.461732609542783e-05-4.187405895266923e-15j),(0.0001165568101194137-4.186654554300751e-15j),(0.0002798266537762924+3.489899716436368e-15j),(0.0008273878696720423+2.959761457201991e-16j),(0.0031748495738503453+7.130539337435166e-15j),(0.03615307456388203-7.885487803964205e-14j),3.534688541509634e-11,1.9459222072494697e-10,7.598303027605388e-10,2.9830523098143018e-09,1.3585489985213061e-08,7.830295616363701e-08,6.845706868804405e-07,1.007966981657772e-05,0.001307044800421614,1.0,41.07230092818759
1585,(5.727363092089689e-06+5.233813239597068e-15j),(1.3447723530947815e-05+1.6922738934569582e-15j),(2.660578309698112e-05-6.67730348712143e-15j),(5.280985613448195e-05-4.170735890021741e-15j),(0.00011296723470651833-4.276603032605645e-15j),(0.0002720173799161935+3.443630172269779e-15j),(0.0008075002157114555+3.3175240218741094e-16j),(0.0031133806088309403+7.282122780242562e-15j),(0.03584443300341214-7.932408193774259e-14j),3.2802687988631165e-11,1.8084126816480757e-10,7.078676942036064e-10,2.7888809049446804e-09,1.27615961172376e-08,7.399345497647075e-08,6.520565983740472e-07,9.693138815444516e-06,0.0012848233773361014,1.0,41.14557889594528
1586,(5.517391551238055e-06+5.25230968247157e-15j),(1.2963870455069943e-05+1.7005801165289977e-15j),(2.5679913098919337e-05-6.652601051052979e-15j),(5.1062143483653866e-05-4.1482180709667464e-15j),(0.00010948795386766142-4.398073614586132e-15j),(0.00026442462697215066+3.374670766982885e-15j),(0.0007880832666035258+3.4171727462600825e-16j),(0.0030530464382384067+7.43967781755497e-15j),(0.03553780907268005-7.983201845015174e-14j),3.0441609529673064e-11,1.6806193717583537e-10,6.594579367680489e-10,2.607342497145255e-09,1.1987612042127154e-08,6.992038334936102e-08,6.210752351004839e-07,9.321092554040222e-06,0.0012629358736862607,1.0,41.21885686370298
1587,(5.3151172905732295e-06+5.251354694118153e-15j),(1.2497423276392512e-05+1.7220186770133089e-15j),(2.4786249717969498e-05-6.608239950549106e-15j),(4.9372214705992745e-05-4.14937743979046e-15j),(0.00010611558562387933-4.484620879444438e-15j),(0.0002570424250010133+3.3279236331724033e-15j),(0.0007691260318716417+3.6089026895398886e-16j),(0.0029938271342062157+7.615270535330899e-15j),(0.03523319545880885-8.027345042295639e-14j),2.8250471812550508e-11,1.5618558854931735e-10,6.14358175081543e-10,2.4376155849746463e-09,1.1260517512298865e-08,6.607080825040155e-08,5.915548529026176e-07,8.963000909509402e-06,0.0012413780622386283,1.0,41.29213483146067
1588,(5.1202580362398295e-06+5.261209045551145e-15j),(1.2047755649387676e-05+1.74200772521271e-15j),(2.3923672683748183e-05-6.566969441162869e-15j),(4.773816025197852e-05-4.152603930749482e-15j),(0.00010284685031434136-4.578204660146531e-15j),(0.0002498649661175476+3.267026729883316e-15j),(0.0007506177732168439+3.4204386480232756e-16j),(0.0029357031000749405+7.819652401077322e-15j),(0.034930584827415075-8.072356421547393e-14j),2.6217042357678554e-11,1.4514841618735266e-10,5.72342114679119e-10,2.2789319442435818e-09,1.0577474619580536e-08,6.243250129292321e-08,5.634270414690134e-07,8.618352691789617e-06,0.0012201457563852402,1.0,41.36541279921836
1589,(4.932542107137228e-06+5.266685713418863e-15j),(1.1614264375290922e-05+1.779538138131774e-15j),(2.3091101410302867e-05-6.525847690124577e-15j),(4.6158134863529314e-05-4.173638679661798e-15j),(9.967856995065415e-05-4.702463394634543e-15j),(0.0002428866037964797+3.1906962448950884e-15j),(0.0007325480021638767+3.2432950030453697e-16j),(0.002878655069880685+8.006444173496298e-15j),(0.03462996982670829-8.114888955885381e-14j),2.4329971638681765e-11,1.3489113697915183e-10,5.33198964340891e-10,2.1305734140797604e-09,9.935817307407454e-09,5.8993902303788116e-08,5.366265754742871e-07,8.28665501134977e-06,0.0011992348101987264,1.0,41.438690766976066
1590,(4.7517075360759255e-06+5.2441884943031305e-15j),(1.1196367328889173e-05+1.7780166903138545e-15j),(2.228749213892843e-05-6.516756162646489e-15j),(4.463035296030935e-05-4.1840259227219506e-15j),(9.660766264690365e-05-4.819173164076463e-15j),(0.00023610184474534053+3.085517018634241e-15j),(0.0007149064709347185+2.986835689201214e-16j),(0.002822664098216779+8.23473619002512e-15j),(0.034331343083944754-8.156501389820838e-14j),2.257872450840074e-11,1.2535864136341687e-10,4.967323058427966e-10,1.9918684053617934e-09,9.333040482097942e-09,5.574408109215288e-08,5.110912621843335e-07,7.96743261136194e-06,0.0011786411179475213,1.0,41.511968734733756
1591,(4.577502199674951e-06+5.229112061514637e-15j),(1.0793503932083692e-05+1.8344427558952043e-15j),(2.1511838122202145e-05-6.4550303379993496e-15j),(4.315308914375739e-05-4.178647814919983e-15j),(9.363114211632425e-05-4.8939527099705756e-15j),(0.00022950534838984285+2.98611858939156e-15j),(0.0006976831702911996+2.6409101815896587e-16j),(0.002767711559817961+8.444114742384367e-15j),(0.03403469720946261-8.199696705110126e-14j),2.0953526388029016e-11,1.1649972713190614e-10,4.627591793958295e-10,1.8621891026490718e-09,8.76679077400731e-09,5.267270493954314e-08,4.86761806107579e-07,7.66022727834997e-06,0.001158360614139802,1.0,41.585246702491446
1592,(4.4096829763711855e-06+5.1914008952012366e-15j),(1.040513315759838e-05+1.83923696670432e-15j),(2.0763166887965298e-05-6.3818794347295e-15j),(4.172467375725772e-05-4.216209065888859e-15j),(9.07461123338642e-05-4.967271364295536e-15j),(0.0002230919190402256+2.9482368228965053e-15j),(0.0006808683207311802+1.461315886805422e-16j),(0.0027137791396643247+8.663812961810318e-15j),(0.03374002479321737-8.241210611467904e-14j),1.9445303952097836e-11,1.0826679602735321e-10,4.3110909921749856e-10,1.7409484001495908e-09,8.234856903710302e-09,4.9770004341050566e-08,4.635816701752972e-07,7.364597218877243e-06,0.0011383892730469226,1.0,41.658524670249136
1593,(4.248015893072217e-06+5.183568581545032e-15j),(1.0030734038128853e-05+1.8671276296983503e-15j),(2.0040540484140924e-05-6.344573415701032e-15j),(4.0343493482054445e-05-4.228579656312786e-15j),(8.794976716508242e-05-5.048216807033317e-15j),(0.00021685650554848884+2.8860929285077522e-15j),(0.0006644523705178904+9.666065880921037e-17j),(0.002660848832657197+8.871616978466158e-15j),(0.03344731840875443-8.282861710123335e-14j),1.8045639027794146e-11,1.0061562534367677e-10,4.0162326289649136e-10,1.6275974663365694e-09,7.735161544392209e-09,4.702674399870177e-08,4.414969526868439e-07,7.080116510253168e-06,0.001118723108736603,1.0,41.73180263800684
1594,(4.0922753177191106e-06+5.157603748904834e-15j),(9.66980374190936e-06+1.8612997360552385e-15j),(1.9343052856776e-05-6.303503992807038e-15j),(3.900798706176526e-05-4.2404848149422354e-15j),(8.523938524888116e-05-5.139377708577615e-15j),(0.0002107941937530723+2.7683612402063933e-15j),(0.0006484259871852422+3.507697072735882e-17j),(0.0026089029339581315+9.123023790460805e-15j),(0.03315657060982377-8.322795336749479e-14j),1.6746717276013047e-11,9.350510440704427e-11,3.7415369382003023e-10,1.5216230546108457e-09,7.26575279760718e-09,4.443419212000779e-08,4.2045626085715587e-07,6.806374518815347e-06,0.0010993581746042294,1.0,41.80508060576453
