,L,n
161,56.73673673673674,11
162,57.02702702702703,10
163,57.31731731731732,10
164,57.60760760760761,11
165,57.8978978978979,11
166,58.18818818818819,10
167,58.47847847847848,10
168,58.76876876876877,10
169,59.05905905905906,11
170,59.34934934934935,12
171,59.63963963963964,10
172,59.92992992992993,10
173,60.22022022022022,10
174,60.510510510510514,10
175,60.8008008008008,10
176,61.091091091091094,10
177,61.38138138138138,12
178,61.671671671671675,11
179,61.96196196196196,12
180,62.252252252252255,11
181,62.54254254254254,11
182,62.832832832832835,11
183,63.12312312312312,11
184,63.413413413413416,12
185,63.7037037037037,11
186,63.993993993993996,11
187,64.28428428428428,11
188,64.57457457457457,11
189,64.86486486486487,11
190,65.15515515515516,11
191,65.44544544544544,12
192,65.73573573573574,11
193,66.02602602602603,11
194,66.31631631631632,12
195,66.60660660660662,11
196,66.89689689689689,11
197,67.18718718718719,11
198,67.47747747747748,12
199,67.76776776776777,12
200,68.05805805805807,12
201,68.34834834834835,12
202,68.63863863863864,12
203,68.92892892892894,13
204,69.21921921921921,13
205,69.50950950950951,12
206,69.7997997997998,12
207,70.09009009009009,12
208,70.38038038038039,12
209,70.67067067067067,12
210,70.96096096096096,12
211,71.25125125125126,12
212,71.54154154154153,12
213,71.83183183183183,13
214,72.12212212212212,12
215,72.41241241241241,12
216,72.70270270270271,12
217,72.992992992993,12
218,73.28328328328328,12
219,73.57357357357358,13
220,73.86386386386386,13
221,74.15415415415416,13
222,74.44444444444444,13
223,74.73473473473473,13
224,75.02502502502503,13
225,75.31531531531532,13
226,75.6056056056056,14
227,75.8958958958959,13
228,76.18618618618619,15
229,76.47647647647648,13
230,76.76676676676676,14
231,77.05705705705707,13
232,77.34734734734735,13
233,77.63763763763764,13
234,77.92792792792793,13
235,78.21821821821823,13
236,78.50850850850851,13
237,78.7987987987988,13
238,79.08908908908909,13
239,79.37937937937939,13
240,79.66966966966967,14
241,79.95995995995996,14
242,80.25025025025025,14
243,80.54054054054055,14
244,80.83083083083083,14
245,81.12112112112112,14
246,81.41141141141141,14
247,81.70170170170171,14
248,81.991991991992,14
249,82.28228228228228,14
250,82.57257257257257,14
251,82.86286286286287,14
252,83.15315315315316,14
253,83.44344344344344,14
254,83.73373373373373,14
255,84.02402402402403,14
256,84.31431431431432,14
257,84.6046046046046,14
258,84.8948948948949,14
259,85.18518518518519,14
260,85.47547547547548,15
261,85.76576576576576,14
262,86.05605605605606,15
263,86.34634634634635,15
264,86.63663663663664,15
265,86.92692692692692,15
266,87.21721721721723,15
267,87.50750750750751,15
268,87.7977977977978,15
269,88.08808808808809,15
270,88.37837837837839,15
271,88.66866866866867,15
272,88.95895895895896,15
273,89.24924924924925,15
274,89.53953953953955,15
275,89.82982982982983,15
276,90.12012012012012,15
277,90.4104104104104,15
278,90.70070070070071,15
279,90.990990990991,15
280,91.28128128128128,15
281,91.57157157157157,16
282,91.86186186186187,15
283,92.15215215215215,17
284,92.44244244244244,17
285,92.73273273273273,16
286,93.02302302302303,17
287,93.31331331331332,16
288,93.6036036036036,16
289,93.8938938938939,16
290,94.18418418418419,16
291,94.47447447447448,16
292,94.76476476476476,16
293,95.05505505505506,17
294,95.34534534534535,18
295,95.63563563563564,16
296,95.92592592592592,16
297,96.21621621621622,16
298,96.50650650650651,16
299,96.7967967967968,16
300,97.08708708708708,16
301,97.37737737737739,16
302,97.66766766766767,16
303,97.95795795795796,16
304,98.24824824824825,17
305,98.53853853853855,18
306,98.82882882882883,17
307,99.11911911911912,17
308,99.4094094094094,17
309,99.6996996996997,17
310,99.98998998999,17
311,100.28028028028028,18
312,100.57057057057057,17
313,100.86086086086087,18
314,101.15115115115115,17
315,101.44144144144144,17
316,101.73173173173173,18
317,102.02202202202203,17
318,102.31231231231232,17
319,102.6026026026026,17
320,102.89289289289289,17
321,103.18318318318319,17
322,103.47347347347348,18
323,103.76376376376376,17
324,104.05405405405406,17
325,104.34434434434435,19
326,104.63463463463464,18
327,104.92492492492492,20
328,105.21521521521522,18
329,105.50550550550551,18
330,105.7957957957958,19
331,106.08608608608608,18
332,106.37637637637638,18
333,106.66666666666667,19
334,106.95695695695696,18
335,107.24724724724724,18
336,107.53753753753755,18
337,107.82782782782783,18
338,108.11811811811812,19
339,108.4084084084084,19
340,108.6986986986987,18
341,108.988988988989,18
342,109.27927927927928,18
343,109.56956956956957,18
344,109.85985985985987,20
345,110.15015015015015,19
346,110.44044044044044,20
347,110.73073073073073,19
348,111.02102102102103,20
349,111.31131131131131,20
350,111.6016016016016,21
351,111.89189189189189,19
352,112.18218218218219,19
353,112.47247247247248,20
354,112.76276276276276,20
355,113.05305305305306,19
356,113.34334334334335,19
357,113.63363363363364,19
358,113.92392392392392,21
359,114.21421421421422,19
360,114.50450450450451,20
361,114.7947947947948,19
362,115.08508508508508,19
363,115.37537537537538,19
364,115.66566566566567,19
365,115.95595595595596,20
366,116.24624624624624,19
367,116.53653653653654,21
368,116.82682682682683,20
369,117.11711711711712,21
370,117.4074074074074,20
371,117.6976976976977,20
372,117.98798798798799,21
373,118.27827827827828,22
374,118.56856856856857,21
375,118.85885885885887,20
376,119.14914914914915,20
377,119.43943943943944,20
378,119.72972972972973,21
379,120.02002002002003,20
380,120.31031031031031,20
381,120.6006006006006,20
382,120.89089089089089,20
383,121.18118118118119,20
384,121.47147147147147,21
385,121.76176176176176,20
386,122.05205205205206,20
387,122.34234234234235,21
388,122.63263263263264,20
389,122.92292292292292,21
390,123.21321321321322,22
391,123.50350350350351,21
392,123.7937937937938,22
393,124.08408408408408,22
394,124.37437437437438,21
395,124.66466466466467,21
396,124.95495495495496,21
397,125.24524524524524,21
398,125.53553553553554,22
399,125.82582582582583,21
400,126.11611611611612,21
401,126.4064064064064,21
402,126.6966966966967,21
403,126.98698698698699,21
404,127.27727727727728,21
405,127.56756756756756,22
406,127.85785785785787,21
407,128.14814814814815,22
408,128.43843843843842,21
409,128.72872872872873,22
410,129.01901901901903,22
411,129.3093093093093,22
412,129.5995995995996,22
413,129.8898898898899,22
414,130.18018018018017,22
415,130.47047047047047,23
416,130.76076076076077,22
417,131.05105105105105,22
418,131.34134134134135,23
419,131.63163163163165,23
420,131.92192192192192,22
421,132.21221221221222,22
422,132.50250250250252,23
423,132.7927927927928,23
424,133.08308308308307,22
425,133.3733733733734,23
426,133.66366366366367,22
427,133.95395395395394,22
428,134.24424424424424,22
429,134.53453453453454,23
430,134.82482482482482,23
431,135.11511511511512,25
432,135.40540540540542,24
433,135.6956956956957,23
434,135.985985985986,23
435,136.2762762762763,23
436,136.56656656656656,23
437,136.85685685685687,24
438,137.14714714714717,23
439,137.43743743743744,23
440,137.7277277277277,25
441,138.018018018018,23
442,138.3083083083083,23
443,138.5985985985986,24
444,138.88888888888889,23
445,139.1791791791792,23
446,139.46946946946946,23
447,139.75975975975976,24
448,140.05005005005006,24
449,140.34034034034033,23
450,140.63063063063063,24
451,140.92092092092093,24
452,141.2112112112112,25
453,141.5015015015015,25
454,141.7917917917918,25
455,142.08208208208208,24
456,142.37237237237238,24
457,142.66266266266265,24
458,142.95295295295296,24
459,143.24324324324326,24
460,143.53353353353353,26
461,143.82382382382383,24
462,144.11411411411413,25
463,144.4044044044044,24
464,144.6946946946947,25
465,144.98498498498498,25
466,145.27527527527528,27
467,145.56556556556558,25
468,145.85585585585585,24
469,146.14614614614615,25
470,146.43643643643645,26
471,146.72672672672672,25
472,147.01701701701703,25
473,147.3073073073073,26
474,147.5975975975976,25
475,147.8878878878879,25
476,148.17817817817817,26
477,148.46846846846847,26
478,148.75875875875877,26
479,149.04904904904905,25
480,149.33933933933935,25
481,149.62962962962965,25
482,149.91991991991992,26
483,150.21021021021022,26
484,150.5005005005005,26
485,150.7907907907908,25
486,151.0810810810811,26
487,151.37137137137137,25
488,151.66166166166167,27
489,151.95195195195197,26
490,152.24224224224224,25
491,152.53253253253254,26
492,152.82282282282281,25
493,153.11311311311312,25
494,153.40340340340342,26
495,153.6936936936937,26
496,153.983983983984,26
497,154.2742742742743,26
498,154.56456456456456,26
499,154.85485485485486,26
500,155.14514514514514,26
501,155.43543543543544,26
502,155.72572572572574,26
503,156.016016016016,26
504,156.3063063063063,27
505,156.5965965965966,27
506,156.88688688688688,28
507,157.17717717717719,26
508,157.46746746746746,26
509,157.75775775775776,26
510,158.04804804804806,26
511,158.33833833833833,26
512,158.62862862862863,26
513,158.91891891891893,27
514,159.2092092092092,27
515,159.4994994994995,27
516,159.7897897897898,28
517,160.08008008008008,27
518,160.37037037037038,27
519,160.66066066066065,27
520,160.95095095095095,27
521,161.24124124124126,27
522,161.53153153153153,28
523,161.82182182182183,27
524,162.11211211211213,27
525,162.4024024024024,28
526,162.6926926926927,27
527,162.98298298298297,27
528,163.27327327327328,27
529,163.56356356356358,28
530,163.85385385385385,27
531,164.14414414414415,27
532,164.43443443443445,28
533,164.72472472472472,28
534,165.01501501501502,27
535,165.3053053053053,27
536,165.5955955955956,28
537,165.8858858858859,29
538,166.17617617617617,28
539,166.46646646646647,28
540,166.75675675675677,28
541,167.04704704704704,29
542,167.33733733733735,29
543,167.62762762762762,28
544,167.91791791791792,31
545,168.20820820820822,28
546,168.4984984984985,28
547,168.7887887887888,31
548,169.0790790790791,28
549,169.36936936936937,30
550,169.65965965965967,29
551,169.94994994994997,29
552,170.24024024024024,28
553,170.53053053053054,29
554,170.8208208208208,28
555,171.11111111111111,28
556,171.40140140140142,28
557,171.6916916916917,31
558,171.981981981982,29
559,172.2722722722723,29
560,172.56256256256256,29
561,172.85285285285286,30
562,173.14314314314313,29
563,173.43343343343344,31
564,173.72372372372374,30
565,174.014014014014,30
566,174.3043043043043,30
567,174.5945945945946,29
568,174.88488488488488,29
569,175.17517517517518,32
570,175.46546546546546,31
571,175.75575575575576,30
572,176.04604604604606,29
573,176.33633633633633,29
574,176.62662662662663,29
575,176.91691691691693,32
576,177.2072072072072,29
577,177.4974974974975,29
578,177.7877877877878,29
579,178.07807807807808,30
580,178.36836836836838,31
581,178.65865865865865,30
582,178.94894894894895,30
583,179.23923923923925,32
584,179.52952952952953,30
585,179.81981981981983,31
586,180.11011011011013,32
587,180.4004004004004,32
588,180.6906906906907,31
589,180.98098098098097,30
590,181.27127127127127,30
591,181.56156156156158,30
592,181.85185185185185,30
593,182.14214214214215,31
594,182.43243243243245,30
595,182.72272272272272,31
596,183.01301301301302,30
597,183.3033033033033,30
598,183.5935935935936,30
599,183.8838838838839,31
600,184.17417417417417,31
601,184.46446446446447,31
602,184.75475475475477,32
603,185.04504504504504,30
604,185.33533533533534,30
605,185.62562562562562,32
606,185.91591591591592,31
607,186.20620620620622,30
608,186.4964964964965,30
609,186.7867867867868,32
610,187.0770770770771,32
611,187.36736736736736,31
612,187.65765765765767,32
613,187.94794794794797,31
614,188.23823823823824,31
615,188.52852852852854,32
616,188.8188188188188,31
617,189.1091091091091,31
618,189.3993993993994,31
619,189.6896896896897,33
620,189.97997997998,32
621,190.2702702702703,34
622,190.56056056056056,32
623,190.85085085085086,32
624,191.14114114114113,33
625,191.43143143143143,33
626,191.72172172172174,33
627,192.012012012012,32
628,192.3023023023023,32
629,192.5925925925926,34
630,192.88288288288288,35
631,193.17317317317318,34
632,193.46346346346346,32
633,193.75375375375376,33
634,194.04404404404406,32
635,194.33433433433433,34
636,194.62462462462463,32
637,194.91491491491493,33
638,195.2052052052052,32
639,195.4954954954955,32
640,195.78578578578578,32
641,196.07607607607608,32
642,196.36636636636638,33
643,196.65665665665665,33
644,196.94694694694695,35
645,197.23723723723725,33
646,197.52752752752752,34
647,197.81781781781783,33
648,198.10810810810813,33
649,198.3983983983984,33
650,198.6886886886887,33
651,198.97897897897897,34
652,199.26926926926927,33
653,199.55955955955957,34
654,199.84984984984985,33
655,200.14014014014015,34
656,200.43043043043045,34
657,200.72072072072072,34
658,201.01101101101102,33
659,201.3013013013013,34
660,201.5915915915916,33
661,201.8818818818819,34
662,202.17217217217217,34
663,202.46246246246247,34
664,202.75275275275277,35
665,203.04304304304304,34
666,203.33333333333334,36
667,203.62362362362362,36
668,203.91391391391392,34
669,204.20420420420422,34
670,204.4944944944945,34
671,204.7847847847848,34
672,205.0750750750751,36
673,205.36536536536536,34
674,205.65565565565566,35
675,205.94594594594597,35
676,206.23623623623624,35
677,206.52652652652654,36
678,206.8168168168168,33
679,207.1071071071071,35
680,207.3973973973974,33
681,207.68768768768768,33
682,207.977977977978,33
683,208.2682682682683,34
684,208.55855855855856,34
685,208.84884884884886,34
686,209.13913913913913,34
687,209.42942942942943,34
688,209.71971971971973,36
689,210.01001001001,37
690,210.3003003003003,36
691,210.5905905905906,35
692,210.88088088088088,35
693,211.17117117117118,34
694,211.46146146146145,34
695,211.75175175175175,34
696,212.04204204204206,34
697,212.33233233233233,35
698,212.62262262262263,34
699,212.91291291291293,35
700,213.2032032032032,36
701,213.4934934934935,37
702,213.78378378378378,38
703,214.07407407407408,36
704,214.36436436436438,35
705,214.65465465465465,36
706,214.94494494494495,36
707,215.23523523523525,36
708,215.52552552552552,38
709,215.81581581581582,36
710,216.10610610610613,36
711,216.3963963963964,37
712,216.6866866866867,36
713,216.97697697697697,37
714,217.26726726726727,37
715,217.55755755755757,37
716,217.84784784784785,38
717,218.13813813813815,36
718,218.42842842842845,37
719,218.71871871871872,36
720,219.00900900900902,37
721,219.2992992992993,38
722,219.5895895895896,37
723,219.8798798798799,37
724,220.17017017017017,36
725,220.46046046046047,38
726,220.75075075075077,38
727,221.04104104104104,36
728,221.33133133133134,36
729,221.6216216216216,37
730,221.91191191191191,36
731,222.20220220220222,37
732,222.4924924924925,38
733,222.7827827827828,37
734,223.0730730730731,37
735,223.36336336336336,37
736,223.65365365365366,38
737,223.94394394394396,37
738,224.23423423423424,37
739,224.52452452452454,36
740,224.8148148148148,39
741,225.1051051051051,36
742,225.3953953953954,37
743,225.68568568568568,36
744,225.97597597597598,36
745,226.26626626626629,39
746,226.55655655655656,36
747,226.84684684684686,36
748,227.13713713713713,37
749,227.42742742742743,38
750,227.71771771771773,37
751,228.008008008008,38
752,228.2982982982983,38
753,228.5885885885886,37
754,228.87887887887888,37
755,229.16916916916918,38
756,229.45945945945945,38
757,229.74974974974975,40
758,230.04004004004005,37
759,230.33033033033033,39
760,230.62062062062063,38
761,230.91091091091093,39
762,231.2012012012012,39
763,231.4914914914915,39
764,231.78178178178177,40
765,232.07207207207207,40
766,232.36236236236238,38
767,232.65265265265265,39
768,232.94294294294295,41
769,233.23323323323325,41
770,233.52352352352352,39
771,233.81381381381382,40
772,234.10410410410412,39
773,234.3943943943944,40
774,234.6846846846847,40
775,234.97497497497497,40
776,235.26526526526527,39
777,235.55555555555557,39
778,235.84584584584584,40
779,236.13613613613614,40
780,236.42642642642645,40
781,236.71671671671672,40
782,237.00700700700702,43
783,237.2972972972973,39
784,237.5875875875876,39
785,237.8778778778779,39
786,238.16816816816817,39
787,238.45845845845847,40
788,238.74874874874877,41
789,239.03903903903904,39
790,239.32932932932934,40
791,239.6196196196196,42
792,239.9099099099099,41
793,240.20020020020021,40
794,240.4904904904905,42
795,240.7807807807808,40
796,241.0710710710711,40
797,241.36136136136136,40
798,241.65165165165166,40
799,241.94194194194193,40
800,242.23223223223223,41
801,242.52252252252254,42
802,242.8128128128128,40
803,243.1031031031031,40
804,243.3933933933934,40
805,243.68368368368368,41
806,243.97397397397398,39
807,244.26426426426428,39
808,244.55455455455456,39
809,244.84484484484486,41
810,245.13513513513513,40
811,245.42542542542543,41
812,245.71571571571573,42
813,246.006006006006,40
814,246.2962962962963,41
815,246.5865865865866,40
816,246.87687687687688,42
817,247.16716716716718,42
818,247.45745745745745,40
819,247.74774774774775,40
820,248.03803803803805,41
821,248.32832832832833,40
822,248.61861861861863,40
823,248.90890890890893,40
824,249.1991991991992,42
825,249.4894894894895,40
826,249.77977977977977,43
827,250.07007007007007,42
828,250.36036036036037,40
829,250.65065065065065,40
830,250.94094094094095,41
831,251.23123123123125,42
832,251.52152152152152,41
833,251.81181181181182,41
834,252.10210210210212,41
835,252.3923923923924,41
836,252.6826826826827,41
837,252.97297297297297,42
838,253.26326326326327,42
839,253.55355355355357,42
840,253.84384384384384,42
841,254.13413413413414,43
842,254.42442442442444,42
843,254.71471471471472,45
844,255.00500500500502,43
845,255.2952952952953,43
846,255.5855855855856,42
847,255.8758758758759,42
848,256.16616616616614,42
849,256.45645645645646,43
850,256.7467467467468,44
851,257.03703703703707,45
852,257.32732732732734,42
853,257.6176176176176,44
854,257.9079079079079,44
855,258.1981981981982,43
856,258.4884884884885,44
857,258.7787787787788,44
858,259.0690690690691,43
859,259.35935935935936,44
860,259.64964964964963,45
861,259.9399399399399,43
862,260.23023023023023,43
863,260.52052052052056,44
864,260.81081081081084,45
865,261.1011011011011,45
866,261.3913913913914,45
867,261.68168168168165,42
868,261.971971971972,42
869,262.2622622622623,44
870,262.5525525525526,43
871,262.84284284284286,43
872,263.13313313313313,42
873,263.4234234234234,42
874,263.71371371371373,44
875,264.004004004004,46
876,264.29429429429433,43
877,264.5845845845846,45
878,264.8748748748749,46
879,265.16516516516515,44
880,265.4554554554554,43
881,265.74574574574575,45
882,266.036036036036,43
883,266.32632632632635,43
884,266.6166166166166,43
885,266.9069069069069,43
886,267.1971971971972,43
887,267.4874874874875,44
888,267.77777777777777,44
889,268.0680680680681,44
890,268.3583583583584,43
891,268.64864864864865,43
892,268.9389389389389,43
893,269.22922922922925,43
894,269.5195195195195,44
895,269.8098098098098,44
896,270.1001001001001,46
897,270.3903903903904,46
898,270.68068068068067,44
899,270.970970970971,44
900,271.26126126126127,45
901,271.55155155155154,44
902,271.84184184184187,45
903,272.13213213213214,44
904,272.4224224224224,47
905,272.71271271271274,44
906,273.003003003003,45
907,273.2932932932933,46
908,273.5835835835836,44
909,273.8738738738739,45
910,274.16416416416416,45
911,274.45445445445444,45
912,274.74474474474476,46
913,275.03503503503504,45
914,275.3253253253253,44
915,275.61561561561564,47
916,275.9059059059059,45
917,276.1961961961962,45
918,276.4864864864865,47
919,276.7767767767768,45
920,277.06706706706706,46
921,277.3573573573574,46
922,277.64764764764766,47
923,277.93793793793793,46
924,278.22822822822826,45
925,278.51851851851853,45
926,278.8088088088088,46
927,279.0990990990991,45
928,279.3893893893894,47
929,279.6796796796797,46
930,279.96996996996995,45
931,280.2602602602603,45
932,280.55055055055055,46
933,280.8408408408408,45
934,281.13113113113116,45
935,281.4214214214214,46
936,281.7117117117117,45
937,282.00200200200203,45
938,282.2922922922923,46
939,282.5825825825826,47
940,282.8728728728729,47
941,283.1631631631632,48
942,283.45345345345345,46
943,283.7437437437438,45
944,284.03403403403405,46
945,284.3243243243243,47
946,284.6146146146146,47
947,284.9049049049049,48
948,285.1951951951952,49
949,285.48548548548547,50
950,285.7757757757758,48
951,286.06606606606607,50
952,286.35635635635634,47
953,286.6466466466467,52
954,286.93693693693695,48
955,287.2272272272272,47
956,287.51751751751755,47
957,287.8078078078078,48
958,288.0980980980981,48
959,288.3883883883884,49
960,288.6786786786787,48
961,288.96896896896897,48
962,289.2592592592593,48
963,289.54954954954957,50
964,289.83983983983984,49
965,290.1301301301301,49
966,290.42042042042044,48
967,290.7107107107107,49
968,291.001001001001,50
969,291.2912912912913,49
970,291.5815815815816,49
971,291.87187187187186,50
972,292.1621621621622,48
973,292.45245245245246,48
974,292.74274274274273,46
975,293.03303303303306,47
976,293.32332332332334,47
977,293.6136136136136,46
978,293.90390390390394,49
979,294.1941941941942,48
980,294.4844844844845,48
981,294.77477477477476,49
982,295.0650650650651,48
983,295.35535535535536,48
984,295.64564564564563,50
985,295.93593593593596,49
986,296.22622622622623,48
987,296.5165165165165,48
988,296.80680680680683,50
989,297.0970970970971,49
990,297.3873873873874,50
991,297.6776776776777,48
992,297.967967967968,48
993,298.25825825825825,49
994,298.5485485485486,49
995,298.83883883883885,52
996,299.1291291291291,48
997,299.41941941941946,49
998,299.7097097097097,48
999,300.0,48
