,state_00,state_00_squared,state_01,state_01_squared,state_02,state_02_squared,state_03,state_03_squared,state_04,state_04_squared,state_05,state_05_squared,state_06,state_06_squared,state_07,state_07_squared,state_08,state_08_squared,v_au,x_au
922,(0.18788383644816667-4.195365003939955e-15j),0.035300335998481445,(0.031176441540812498-7.858296519362454e-14j),0.0009719705071476992,(0.6582032373187844+7.65805994390706e-13j),0.43323150161692797,(0.3093856582067804-4.7409892028698454e-14j),0.09571948550404273,(0.6550330225207084-1.1361113370849783e-13j),0.4290682605926149,(-0.37689356242413574+4.184440428242213e-15j),0.1420487573967559,(-0.10144990113342155+5.7613634725373e-15j),0.010292082439981006,(0.5255875853257738+6.302448192510548e-14j),0.2762423098485775,(-0.3983072845312798-5.1585785599301384e-14j),0.15864869291068187,-5.786461666134941,-0.9370161296236912
923,(0.18300566242937336-4.060440913657509e-15j),0.03349107248121375,(0.03109527894249612-7.752463179291078e-14j),0.0009669163725116426,(0.6496969594692247+7.561462114243977e-13j),0.4221061391435554,(0.3156412933490908-4.863914841042952e-14j),0.09962942606708679,(0.6606258256260962-1.1494982538399028e-13j),0.43642648148416124,(-0.3663008643769607+4.0287358388261e-15j),0.13417632324330855,(-0.1204148573290495+6.8444863800177675e-15j),0.014499737865575344,(0.533023525295973+6.421114544180522e-14j),0.2841140785189467,(-0.3823884729708728-4.997875251094949e-14j),0.1462209442609959,-5.683849757260033,-0.9277844436175453
924,(0.17823003060901157-3.953711682225543e-15j),0.0317659438108892,(0.031015038730866053-7.649050650314695e-14j),0.0009619326274771213,(0.6411686827585235+7.465283848219738e-13j),0.4110972797503001,(0.3217614313439107-4.9804254855037983e-14j),0.10353041870048217,(0.6658597681758299-1.1614159046615417e-13j),0.44336923087517,(-0.3554042302910496+3.8936410839670045e-15j),0.12631216690877342,(-0.13924591318753152+7.908845136379876e-15j),0.019389424339429563,(0.5396910649994247+6.531561686835354e-14j),0.2912664456402132,(-0.36578168491051194-4.829795318902786e-14j),0.13379624101597304,-5.58178786509366,-0.9185527576114012
925,(0.17355581546862567-3.8465018894127855e-15j),0.030121621082979645,(0.03093598872324483-7.544076257031227e-14j),0.0009570353982847312,(0.6326242726426743+7.367453844833061e-13j),0.4002134703366727,(0.32774624325912105-5.099286732692496e-14j),0.10741759997046695,(0.6707377974262272-1.1738361698473624e-13j),0.44988919289618656,(-0.3442157914179634+3.688703609402589e-15j),0.11848451106149487,(-0.15792333555563243+8.992791634482764e-15j),0.024939779913016876,(0.5455852839763954+6.633967205975497e-14j),0.297663302091604,(-0.348519977839168-4.650680220325424e-14j),0.12146617495301415,-5.480291060874713,-0.9093210716052571
926,(0.16898185864088927-3.726265626111477e-15j),0.028554868549729485,(0.03085839390844506-7.440545930539841e-14j),0.0009522404746087592,(0.6240694160385237+7.270588619156243e-13j),0.389462636034664,(0.3335960465866282-5.2174547919119046e-14j),0.11128632229822782,(0.6752631065428434-1.1849003142250702e-13j),0.45598026305789147,(-0.33274770996827513+3.466137217319904e-15j),0.11072103848913134,(-0.1764278793725531+1.0060620805739318e-14j),0.03112679661989615,(0.5507024528441774+6.726414658704684e-14j),0.30327319156859345,(-0.33063727060348735-4.462109036302827e-14j),0.10932100471212372,-5.37937424152685,-0.9000893855991112
927,(0.16450697132290035-3.64363274808426e-15j),0.02706254361383356,(0.030782516464656854-7.335766095354883e-14j),0.0009475633198968703,(0.6155096213015346+7.172834082561993e-13j),0.3788520939147586,(0.3393113003151938-5.3253736967945946e-14j),0.11513215852158763,(0.6794391221524395-1.1954683382352917e-13j),0.4616375207112776,(-0.32101216295846197+3.265983804609174e-15j),0.10304880876727014,(-0.19474080166894925+1.105306996762628e-14j),0.03792397983466503,(0.5550400169669432+6.804371321299354e-14j),0.30806942043466456,(-0.3121682683473742-4.2613867104024505e-14j),0.09744902776299824,-5.279052129658556,-0.8908576995929671
928,(0.1601299366276165-3.5124778437798643e-15j),0.02564159660436447,(0.03070861578672505-7.223598258541682e-14j),0.0009430190835366991,(0.6069502184552784+7.076140143009754e-13j),0.3683885676829102,(0.3448925999733509-5.424056021740126e-14j),0.11895090551637787,(0.6832694919770745-1.2048716877746403e-13j),0.4668571986666095,(-0.30902132661068943+2.9169395489239713e-15j),0.0954941803002304,(-0.21284387432080773+1.2044964383819621e-14j),0.045302514835891795,(0.5585965785545233+6.88982070802015e-14j),0.31203013757281967,(-0.2931483875115922-4.061452297034152e-14j),0.08593597710064664,-5.179339273563004,-0.8816260135868212
929,(0.15584951187254356-3.4655329533303522e-15j),0.024289070350910096,(0.03063694852254276-7.123909057788576e-14j),0.000938622614772935,(0.5983963596616897+6.97861866384671e-13j),0.3580782032563623,(0.3503406726523066-5.532049110261606e-14j),0.12273858691447066,(0.6867580725695723-1.2144916618244963e-13j),0.471636650239474,(-0.29678736131488365+2.696496009373137e-15j),0.0880827378362513,(-0.2307193955791617+1.3067962021343535e-14j),0.05323143949641371,(0.5613718772770515+6.949791872924937e-14j),0.315138384597561,(-0.27361368104778166-3.8453713671858435e-14j),0.0748644464565172,-5.080250047218214,-0.8723943275806771
930,(0.1516644308049503-3.3653045333771018e-15j),0.023002099571389555,(0.03056776861828106-7.018911965483782e-14j),0.0009343884783007684,(0.5898530199211246+6.881543896701975e-13j),0.34792658511007063,(0.355656372018326-5.636738860267086e-14j),0.1264914549572379,(0.6899089171685947-1.223451402672417e-13j),0.47597431398874285,(-0.2843223971608952+2.452480910782064e-15j),0.08083922552731782,(-0.24835020039860622+1.4040499962690365e-14j),0.06167782203802787,(0.563366769482573+7.0059202670249e-14j),0.31738211695723056,(-0.2536007639955123-3.636483550430897e-14j),0.06431334749910753,-4.98179865028691,-0.863162641574533
931,(0.14757340576302577-3.2710560418371248e-15j),0.021777910088498647,(0.030501327372179487-6.908666238492558e-14j),0.0009303309714648656,(0.5813249979913112+6.783746690618579e-13j),0.337938753289598,(0.36084067332370046-5.734672550196429e-14j),0.1302059915247015,(0.6927262636905284-1.2320552632695848e-13j),0.4798696764066394,(-0.27163852004699124+2.2501502410701017e-15j),0.07378748557331966,(-0.26571966958941706+1.505562426663005e-14j),0.07060694280670897,(0.56458320610461+7.044600698843096e-14j),0.31875419661536053,(-0.23314673956503826-3.408155155674232e-14j),0.05435740216980778,-4.883999108116591,-0.8539309555683872
932,(0.14357512977254722-3.1910279234786377e-15j),0.020613817889203773,(0.030437873496614812-6.802892163361713e-14j),0.0009264641429959264,(0.5728169175143409+6.68733238734454e-13j),0.3281192209906313,(0.3658946684250003-5.835312365245321e-14j),0.1338789083818409,(0.6952145228743942-1.239417728342498e-13j),0.4833232328154716,(-0.2587477583694303+2.0329673906510225e-15j),0.0669504024612051,(-0.28281173781977526+1.6061809971098833e-14j),0.0799824790486413,(0.5650242093463463+7.086770776493471e-14j),0.3192523571474638,(-0.21228912586232093-3.1809257261995714e-14j),0.045066672959388335,-4.786865271739576,-0.8446992695622431
933,(0.13966827857875602-3.109656491905513e-15j),0.019507228041153,(0.030377653188171504-6.702329247610404e-14j),0.0009228018132208263,(0.564333228340927+6.590082991474039e-13j),0.3184719926096929,(0.37081956081690126-5.93479907657984e-14j),0.13750714668443953,(0.6973782665949678-1.2472760231038378e-13j),0.486336446719002,(-0.24566207029641132+1.840042436009076e-15j),0.06034985278231894,(-0.29961090049615824+1.7059160244924396e-14j),0.08976669169611884,(0.5646938482275555+7.108358601971198e-14j),0.3188791422260455,(-0.19106578338665403-2.9451977065167914e-14j),0.0365061335811558,-4.690410817872894,-0.835467583556099
934,(0.13585151261327758-3.055935229502872e-15j),0.018455633479315517,(0.030320910205434717-6.596874601476267e-14j),0.0009193575956860352,(0.5558782080412714+6.493392949867492e-13j),0.309000582175175,(0.3756166606894753-6.033398602539443e-14j),0.14108787578751242,(0.6992222163583269-1.254180049553424e-13j),0.48891170784905097,(-0.23239333162831358+1.5121703122026008e-15j),0.05400666058530733,(-0.31610221955138357+1.8037032684238246e-14j),0.09992061320531109,(0.5635972130796435+7.115298588070479e-14j),0.3176418185911411,(-0.1695148434249-2.7044686451608388e-14j),0.028735282141368362,-4.5946492489183415,-0.8262358975499531
935,(0.13212347889604026-2.9415106954310953e-15j),0.017456613675592394,(0.03026788595422985-6.491237263363653e-14j),0.0009161449201382645,(0.5474559635919921+6.396898080832188e-13j),0.29970803207243657,(0.38028738001642426-6.123869697059864e-14j),0.14461849139975627,(0.7007512319930443-1.2606251303068433e-13j),0.49105228913976945,(-0.2189533242447948+1.2971324258344046e-15j),0.04794055819784625,(-0.33227132817107713+1.8965424504506665e-14j),0.11040423552457164,(0.5617403890732298+7.121201782077981e-14j),0.31555226471614356,(-0.14767463745993717-2.4562150342475372e-14j),0.02180779854892388,-4.499593892962543,-0.817004211543809
936,(0.12848281287227192-2.8826594574257207e-15j),0.016507833203571243,(0.030218819580033227-6.379712182645468e-14j),0.0009131770568105996,(0.539070433228714+6.300884054556105e-13j),0.29059693198139336,(0.38483322768133355-6.218499849514696e-14j),0.14809661312763311,(0.7019703005492873-1.2655087542432568e-13j),0.4927623028532568,(-0.20535372513805605+1.0348359756292712e-15j),0.04217015242807627,(-0.34810443449049755+1.9898757004577194e-14j),0.1211766973119491,(0.5591304288615675+7.129559136801576e-14j),0.31262683647892037,(-0.1255836277044568-2.203323408561006e-14j),0.01577124754741161,-4.405257903776828,-0.8077725255376649
937,(0.12492814018476124-2.8085433730911576e-15j),0.015607040210023357,(0.030173948067282432-6.270966789540421e-14j),0.0009104671419670572,(0.5307253884540735+6.20564538853671e-13j),0.28166943794972715,(0.38925580464861737-6.306141096970711e-14j),0.15152008145264256,(0.7028845254171356-1.2715146849709973e-13j),0.494046656070872,(-0.1916060960303438+8.243638099430682e-16j),0.036712896035989324,(-0.36358832429466836+2.0817843614124002e-14j),0.13219646956340492,(0.5557753244217949+7.112463743802578e-14j),0.30888621123615134,(-0.10328033886475757-1.947459289404487e-14j),0.010666828396019153,-4.311654260817297,-0.798540839531519
938,(0.12145807838168218-2.728206202031507e-15j),0.014752064804170854,(0.030133506345316814-6.172169704843122e-14j),0.0009080282046632487,(0.5224244361910695+6.110108009507496e-13j),0.27292729152955686,(0.39355679918542846-6.390572929848378e-14j),0.15488695418507967,(0.7034991156744992-1.2760293665778151e-13j),0.4949110057548024,(-0.17772187357262137+5.517658480407868e-16j),0.03158506434616282,(-0.37871036275567505+2.171570037599912e-14j),0.14342153885853498,(0.5516839781745597+7.09119980390416e-14j),0.3043552117745081,(-0.0808032912326787-1.6955259178710815e-14j),0.006529171874033089,-4.2187957692248705,-0.7893091535253749
939,(0.1180712385603755-2.653999156767982e-15j),0.013940817375181104,(0.030097727400682898-6.062147192113223e-14j),0.0009058731946858181,(0.5141710210718665+6.015112178494871e-13j),0.2643718389100858,(0.3977379821404076-6.478871107609156e-14j),0.15819550243712321,(0.7038193756740985-1.2808765791232357e-13j),0.4953617135742778,(-0.16371236012022036+3.140129237221754e-16j),0.02680173685613272,(-0.39345849524175713+2.2667183613094108e-14j),0.15480958747790782,(0.5468661734609308+7.053209714852321e-14j),0.29906261167580084,(-0.058190935197313415-1.4321524202580647e-14j),0.0033861849391379293,-4.126695059825186,-0.7800774675192308
940,(0.11476622694758147-2.5915313472031338e-15j),0.013171286847783775,(0.030066842395541003-5.958020061746195e-14j),0.0009040150116383019,(0.5059684278523698+5.921333315818335e-13j),0.25600404998339876,(0.40180120228475763-6.567912663178397e-14j),0.16144420615747673,(0.7038506948780939-1.2846277706401828e-13j),0.4954058006803757,(-0.14958871508025887+5.766224429232545e-17j),0.022376783679362865,(-0.4078212472334837+2.3572146218091413e-14j),0.1663181696950742,(0.5413325444537841+7.012447720547296e-14j),0.2930409236848081,(-0.03548158726168185-1.1736274149193711e-14j),0.0012589430346083437,-4.035364589128644,-0.7708457815130849
941,(0.11154164641670045-2.477924910084372e-15j),0.012441538885348224,(0.030041080791918445-5.855476521737373e-14j),0.0009024665351465714,(0.49781978394308823+5.827592930119622e-13j),0.24782453728514306,(0.40574838172073946-6.653533368429915e-14j),0.1646317492689989,(0.7035985379480698-1.289449221581973e-13j),0.49505090260266144,(-0.1353619468246172-1.567905883497279e-16j),0.018322856648150494,(-0.42178772338284204+2.449413444790891e-14j),0.17790488359648088,(0.5350945455789502+6.956006955132752e-14j),0.2863261727083432,(-0.012713367643113297-9.108436431624557e-15j),0.00016162971682896014,-3.9448166393304698,-0.7616140955069408
942,(0.10839609794274814-2.48218543411723e-15j),0.011749714049213848,(0.030020670481551513-5.75585654341737e-14j),0.0009012406561618983,(0.4897280620470293+5.734158924407367e-13j),0.23983357475633896,(0.4095815113623097-6.738294789504664e-14j),0.16775701444983382,(0.7030684350972438-1.2916068641710693e-13j),0.49430522443008734,(-0.1210429051613478-4.518917423841229e-16j),0.014651384889899038,(-0.43534760575149695+2.528338804630833e-14j),0.18952753783356083,(0.5281644205194402+6.894003794993188e-14j),0.2789576551026361,(0.010075860470267496-6.489266732855337e-15j),0.00010152296421629912,-3.8550633183105796,-0.7523824095007949
943,(0.10532818199574352-2.370427009590441e-15j),0.01109402592252847,(0.030005837921072847-5.6484774164344744e-14j),0.0009003503093456932,(0.4816960828956028+5.641307859038431e-13j),0.23203111627696743,(0.4133026464922423-6.825496556230719e-14j),0.1708190775974914,(0.7022659727109478-1.295420400974965e-13j),0.4931774964276537,(-0.1066422743565209-6.849852958908599e-16j),0.011372574679931476,(-0.4484911512647989+2.6164531257798186e-14j),0.2011443127628247,(0.5205551708739575+6.816324153187631e-14j),0.2709776859236151,(0.03284854994084045-3.837020547788211e-15j),0.0010790272332158893,-3.7661165596337316,-0.7431507234946508
944,(0.10233649987334396-2.2585891070684667e-15j),0.01047275920632693,(0.02999680827229553-5.537552052488855e-14j),0.0008998085065248575,(0.4737265180737411+5.55011324956608e-13j),0.22441681392627055,(0.41691390239971376-6.900084326950027e-14j),0.17381720201415807,(0.7011967842406367-1.2966959914191822e-13j),0.49167693022941,(-0.09217056669770812-9.951607506257139e-16j),0.008495413365376661,(-0.4612091884183418+2.6993030678735756e-14j),0.2127139154815055,(0.5122805245387131+6.743898754927427e-14j),0.262431335821659,(0.05556752692064754-1.1497179619208625e-15j),0.0030877500480768895,-3.6779881225493978,-0.7339190374885067
945,(0.0994196549736046-2.25357726836877e-15j),0.009884267795070581,(0.02999380554735973-5.4375544885117036e-14j),0.0008996283712128273,(0.46582189292569376+5.458738728639658e-13j),0.2169900359288765,(0.4204174501019764-6.985056751414726e-14j),0.17675083235024783,(0.6998665413759155-1.2989460549622482e-13j),0.48981317573748606,(-0.07763811658954484-1.2454529655258168e-15j),0.006027677147571757,(-0.47349311327397914+2.78141352477297e-14j),0.22419572831788523,(0.5033549038792943+6.646034269022578e-14j),0.2533661592593336,(0.07819604625456315+1.5001546422245198e-15j),0.00611462164984578,-3.590689591991818,-0.7246873514823609
946,(0.0965762540088057-2.1676131266554246e-15j),0.00932697283837336,(0.029997052758505772-5.334699824175864e-14j),0.0008998231741965787,(0.45798458953321103+5.368613533878e-13j),0.2097498842499038,(0.42381551215338653-7.058677525777441e-14j),0.17961958834183733,(0.6982809454983282-1.3000825983524505e-13j),0.4875962788460392,(-0.06305507517112822-1.5019367043773413e-15j),0.003975942504836631,(-0.4853348847822389+2.8545986726389886e-14j),0.2355499503865891,(0.49379339375698267+6.552033322875601e-14j),0.24383191571803853,(0.10069784499958008+4.104714765620246e-15j),0.010140055987559455,-3.50423237858005,-0.7154556654762168
947,(0.09380490816134193-2.0944669179298444e-15j),0.008799360795157795,(0.030006772072249818-5.233731961159398e-14j),0.0009004063701959517,(0.4502168497580779+5.2790148382712e-13j),0.20269521180608768,(0.4271103585447233-7.137436177905734e-14j),0.18242325837620207,(0.6964457194199486-1.3012779335890347e-13j),0.4850366400983698,(-0.04843140544435452-1.7685146459659992e-15j),0.002345601033315453,(-0.4967270194680044+2.932612567917917e-14j),0.24673773186956724,(0.48361170947150517+6.444457128753967e-14j),0.2338802855379515,(0.12303719401814484+6.7862420344445804e-15j),0.015138151111858615,-3.4186277186178677,-0.7062239794700726
948,(0.09110423418272393-2.019292872645696e-15j),0.008299981486020602,(0.030023184967736004-5.129794510562286e-14j),0.0009013916356068891,(0.4425207783412324+5.190137943146466e-13j),0.19582463926373012,(0.4303043026953968-7.213959172684678e-14j),0.1851617929181717,(0.6943665994091252-1.301629098880075e-13j),0.4821449743749925,(-0.03377687790172365-1.979113062981845e-15j),0.0011408774807879474,(-0.5076625855161755+3.008140474238935e-14j),0.2577213007329682,(0.4728261646797421+6.335513521161448e-14j),0.22356458200575458,(0.14517894760914432+9.383971616319737e-15j),0.02107692682889867,-3.3338866740938142,-0.6969922934639268
949,(0.08847285543678475-1.9911291477660444e-15j),0.007827446149138212,(0.030046512399055224-5.0363859095896834e-14j),0.0009027929073465793,(0.43489834605096195+5.102004802182783e-13j),0.18913657139786225,(0.43339969754082713-7.297101362351308e-14j),0.18783529782848044,(0.6920493275050734-1.3019825830007627e-13j),0.47893227170022434,(-0.019101066641597764-2.283277252443561e-15j),0.0003648507468467589,(-0.5181351962937858+3.0839674690308815e-14j),0.2684640816383999,(0.4614536393473984+6.20741343339456e-14j),0.21293946126695884,(0.1670885911456735+1.1974764996094391e-14j),0.027918597291046045,-3.2500201326812483,-0.6877606074577827
950,(0.08590940288823017-1.9432833911712443e-15j),0.00738042550461225,(0.030076974961313806-4.939884732454754e-14j),0.0009046244228234976,(0.42735139287294205+5.014759980118556e-13j),0.18262921299044366,(0.4363989317169586-7.363570410468962e-14j),0.1904440276037027,(0.6894996441223887-1.3008580652796392e-13j),0.4754097592449007,(-0.004413345958421905-2.568770534329274e-15j),1.9477622548718963e-05,(-0.5281390033447394+3.152084726622212e-14j),0.27893080685397464,(0.44951154778810587+6.080734905767922e-14j),0.2020606315948586,(0.18873228669406603+1.4564733624680977e-14j),0.03561987604077113,-3.1670388077382445,-0.6785289214516386
951,(0.08341251603770439-1.895208353361069e-15j),0.006957647831740291,(0.030114793060254864-4.838641145619938e-14j),0.0009069007610619745,(0.41988163123515027+4.928422216734832e-13j),0.17630058424869072,(0.4393044258435818-7.435283418542322e-14j),0.19298837856575907,(0.6867232809459499-1.3007169726720257e-13j),0.47158886459317007,(0.010277112605020303-2.8250863481372957e-15j),0.0001056190434962672,(-0.5376686888929411+3.2180640936352285e-14j),0.2890876190158542,(0.4370178068418472+5.940130918921494e-14j),0.19098456349685808,(0.21007691659385758+1.7088411064256746e-14j),0.044132310885582594,-3.0849532383076492,-0.6692972354454927
952,(0.0809808438045798-1.883206850473487e-15j),0.006557897063301751,(0.03016018708522928-4.734242503491811e-14j),0.0009096368850160311,(0.41249064926096285+4.843825189850942e-13j),0.17014853572773067,(0.4421186289078352-7.506043742099659e-14j),0.1954688820273441,(0.6837259541161158-1.2982821999871874e-13j),0.4674811803319929,(0.024961342756623442-3.0875883474326716e-15j),0.0006230686322136376,(-0.5467194578891457+3.278076077672016e-14j),0.2989021656346013,(0.42399080424200397+5.808970819148052e-14j),0.17976820208178132,(0.23109012498335268+1.9636644375323895e-14j),0.05340264586482157,-3.0037737891171226,-0.6600655494393486
953,(0.07861304535870471-1.8384587667091205e-15j),0.006180010900569764,(0.03021337758532707-4.6350498421847835e-14j),0.0009128481851135442,(0.40517991404400894+4.758773727130238e-13j),0.16417076274471046,(0.4448440147489868-7.582712575800841e-14j),0.19788619745799682,(0.6805133577035772-1.2967359835427553e-13j),0.4630984300129969,(0.03963058551889952-3.4272664674544114e-15j),0.0015705833085708086,(-0.5552870296363149+3.344309118706912e-14j),0.3083436852823217,(0.4104493672177299+5.6481920656106423e-14j),0.16846868304943488,(0.251740357260287+2.2111697747385815e-14j),0.06337320747353692,-2.923510650579042,-0.6508338634332045
954,(0.07630779090237225-1.7912248078468944e-15j),0.005822878952400165,(0.030274585448481404-4.54172680622069e-14j),0.000916550524077402,(0.3979507749386339+4.675456352194553e-13j),0.15836481927425924,(0.44748307864532233-7.653190441087533e-14j),0.20024110567389572,(0.6770911574727152-1.294255576180169e-13j),0.45845243552774123,(0.05427629087177368-3.665483671663893e-15j),0.002945915750797383,(-0.5633676290277175+3.399355322408152e-14j),0.31738308543631194,(0.3964127313757469+5.499998223949726e-14j),0.15714305359678007,(0.27199689747169914+2.457122832047479e-14j),0.07398231223423002,-2.844173838790556,-0.6416021774270586
955,(0.07406376240378937-1.708266713348434e-15j),0.005485440901404963,(0.03034403208336572-4.4399715172175676e-14j),0.0009207602830763282,(0.3908044668600912+4.592205891533687e-13j),0.1527281313178001,(0.4500383340037096-7.727413673845901e-14j),0.20253450207283447,(0.6734649849318353-1.2920653138160414e-13j),0.4535550859292371,(0.06889011898842595-3.978260434702973e-15j),0.004745848494239486,(-0.5709579774313429+3.456798305046194e-14j),0.32599301199248987,(0.3819005099030622+5.328119000422779e-14j),0.1458479994642189,(0.2918299036315587+2.6987398535441528e-14j),0.08516469265360484,-2.7657731955336247,-0.6323704914209145
956,(0.07187965428334653-1.6925067647647283e-15j),0.005166684699893417,(0.03042193960390888-4.349530478997519e-14j),0.0009254944092638795,(0.3837421135888498+4.5107629178132515e-13j),0.1472580097416377,(0.4525123091521635-7.78596764847731e-14j),0.2047673899342232,(0.6696404316681854-1.289227681146855e-13j),0.4484183077247537,(0.08346394107856649-4.245583580473779e-15j),0.006966229460366419,(-0.5780552832535384+3.51142019823612e-14j),0.3341479104973285,(0.3669326631295194+5.166732112864635e-14j),0.13463957927132136,(0.3112104409689263+2.93445054833085e-14j),0.09685193856807356,-2.688318388274915,-0.6231388054147686
957,(0.06975417405400054-1.6808099434715177e-15j),0.004865644797955803,(0.030508531016259055-4.2548135268806386e-14j),0.0009307704647700407,(0.3767647310736777+4.4289669752411946e-13j),0.14195166258102068,(0.45490754423549573-7.856502823154853e-14j),0.2069408738023695,(0.6656230439652531-1.2862720023774332e-13j),0.4430540366575692,(0.0979898398537032-4.6238602455240885e-15j),0.0096020087145544,(-0.58465723221403+3.562182826897215e-14j),0.34182407918017016,(0.3515294684865235+4.9884582108687753e-14j),0.12357296721441771,(0.3301105131134448+3.160248802100676e-14j),0.10897295086802182,-2.611818910165919,-0.6139071194086245
958,(0.06768604291709401-1.6402233857797579e-15j),0.004581400405774693,(0.03060403040803315-4.163427229849874e-14j),0.0009366066772158177,(0.36987323072842043+4.3494290911548574e-13j),0.13680620680947933,(0.4572265882139143-7.920400681105458e-14j),0.20905615296973637,(0.6614183176994214-1.2820172371564527e-13j),0.43747419098833273,(0.11246010962908111-5.0056502218075544e-15j),0.012647276257784942,(-0.5907619773637198+3.6101372367395386e-14j),0.3489997138986922,(0.3357114908957421+4.8065460994885967e-14j),0.11270220511944193,(0.34850309122878537+3.389329020321357e-14j),0.1214544045960191,-2.536284080042856,-0.6046754334024804
959,(0.06567399631494157-1.6012400739823193e-15j),0.004313073791974959,(0.030708663139692984-4.0653981835716004e-14j),0.0009430219918271385,(0.3630684227176571+4.2699935139328076e-13j),0.13181867957468735,(0.4594719959642178-7.981749374141777e-14j),0.21111451507534215,(0.6570316935127047-1.2784159959310853e-13j),0.4316906462801728,(0.12686725607706723-5.3261083584342e-15j),0.01609530066452415,(-0.5963681288758299+3.661556801634892e-14j),0.3556549451388585,(0.31949955361906107+4.611224984927403e-14j),0.10207996476277928,(0.36636214110828286+3.60982685885653e-14j),0.13422121843744536,-2.46172304242671,-0.5954437473963345
960,(0.0637167844415191-1.5928365666166759e-15j),0.00405982861956701,(0.03082265603789492-3.968207654971969e-14j),0.0009500361252303802,(0.3563510192266777+4.192142901765365e-13j),0.12698604890389203,(0.4616463254830291-8.029944225626906e-14j),0.21311732983198284,(0.6524685522579349-1.2723224734275684e-13j),0.4257152116855655,(0.14120399564680206-5.692415171693564e-15j),0.019938568386622092,(-0.6014747436401219+3.6845872510041446e-14j),0.3617718672369503,(0.3029147095986053+4.419057525315359e-14j),0.09175732129120737,(0.38366264825040264+3.834270606862443e-14j),0.1471970276625122,-2.3881447675232748,-0.5862120613901904
961,(0.06181317271259015-1.5527550439193624e-15j),0.0038208683207965,(0.03094623759066562-3.876777741295558e-14j),0.0009576696210179257,(0.34972163771147496+4.115188294211533e-13j),0.12230522388359615,(0.4637521351913243-8.091838261573755e-14j),0.21506604289451234,(0.6477342107124494-1.2678485117462185e-13j),0.4195596077272798,(0.15546325466496896-6.115719199433369e-15j),0.024168823551024995,(-0.6060813146890319+3.729368851008725e-14j),0.36733456001518533,(0.28597821331318724+4.222213340966602e-14j),0.08178353848980283,(0.4003806409348821+4.037799653132106e-14j),0.160304657635427,-2.3155580512230705,-0.5769803753840463
962,(0.059961942196608484-1.5421033058746112e-15j),0.0035954345119894172,(0.031079638144258567-3.785856375217754e-14j),0.0009659439071780521,(0.34318080412469726+4.038792685861844e-13j),0.11777306431967383,(0.4657919813393217-8.154466565071836e-14j),0.21696216988001102,(0.6428339175560409-1.2623857591850959e-13j),0.4132354455604468,(0.1696381681325077-6.431793106298251e-15j),0.028777108087352954,(-0.6101877604836521+3.761437326000829e-14j),0.37232910304405475,(0.26871149317515947+4.0202995650735815e-14j),0.07220586656442378,(0.4164932113233744+4.2384458292182086e-14j),0.17346659507845702,-2.243971515101384,-0.5677486893779005
963,(0.05816189000772424-1.5030957478651599e-15j),0.0033828054492706125,(0.031223090101554097-3.696428256605571e-14j),0.0009748813554897655,(0.33672895611375203+3.963530325873327e-13j),0.11338638988545714,(0.46776841551063764-8.207144802875546e-14j),0.21880729054933254,(0.6377728496086588-1.25699273013566e-13j),0.40675420769794884,(0.18372207823207118-6.8322216056327494e-15j),0.03375380202991128,(-0.6137944140865611+3.799948219938911e-14j),0.3767435827638648,(0.2511361244893034+3.8059170020658e-14j),0.06306935302350689,(0.4319785346112205+4.434870735447632e-14j),0.18660545436485743,-2.17339360641831,-0.5585170033717564
964,(0.0564118296622221-1.4783056045061963e-15j),0.003182294525839561,(0.03137682812186675-3.605019338325216e-14j),0.000984505342989168,(0.33036644618749245+3.889795498184538e-13j),0.10914198876655334,(0.46968398222444213-8.258346210254931e-14j),0.22060304315821008,(0.6325561083231119-1.2507488084295543e-13j),0.4001272301768805,(0.19770853256094456-7.180026739608869e-15j),0.039088663847402075,(-0.6169020122475501+3.8274988013685016e-14j),0.3805680927150765,(0.23327380299309677+3.6029864963043303e-14j),0.05441666716286213,(0.44681588625954294+4.6217525363637105e-14j),0.19964443621390082,-2.103832598118672,-0.5492853173656123
965,(0.05471059139970661-1.4755665172236365e-15j),0.002993248811305651,(0.03154108932203031-3.5182712630447625e-14j),0.0009948403156202947,(0.3240935448481504+3.816384703380844e-13j),0.10503662581224008,(0.4715412166342103-8.315106008208219e-14j),0.22235111898487123,(0.6271887165277945-1.244590818399087e-13j),0.3933656861397822,(0.21159128210405517-7.571644188668946e-15j),0.04477087066243786,(-0.6195116844273114+3.856630110251989e-14j),0.38379472714196466,(0.21514631899547107+3.387218943068282e-14j),0.04628793857730099,(0.4609856573392493+4.807960797652636e-14j),0.21250777627249975,-2.035296588832058,-0.5400536313594664
966,(0.05305702247034277-1.418581322699365e-15j),0.0028150476334184572,(0.0317161134786314-3.43045212975216e-14j),0.0010059118541894244,(0.3179104436854132+3.744016380538634e-13j),0.10106705020425628,(0.4733426423215125-8.368478222818627e-14j),0.22405325703991133,(0.6216756154142692-1.2374418677474615e-13j),0.38648057080071035,(0.22536427896157724-7.983578943673303e-15j),0.0507890582318716,(-0.6216249417831833+3.8798633489134046e-14j),0.386417568246946,(0.1967755321290022+3.164750170333402e-14j),0.03872061004465198,(0.47446936802070344+4.9844941531195885e-14j),0.2251211811899657,-1.9677935028728664,-0.5308219453533223
