,state_00,state_00_squared,state_01,state_01_squared,state_02,state_02_squared,state_03,state_03_squared,state_04,state_04_squared,state_05,state_05_squared,state_06,state_06_squared,state_07,state_07_squared,state_08,state_08_squared,v_au,x_au
338,(3.234484790011461e-17+7.484303152498537e-17j),6.647668553531504e-33,(-1.0606669570717226e-16+4.7747801995624685e-17j),1.3529996533651254e-32,(-2.6046136399711307e-23+3.2805635387478715e-17j),1.0762097131768742e-33,(5.416748822112068e-18+3.8851401435088055e-17j),1.5387725612722148e-33,(1.0839489259944924e-17+1.3982993587705555e-17j),3.13018637090276e-34,(2.035230924591768e-17+1.0189261525307543e-16j),1.0796321534752728e-32,(-4.6195170585780496e-17-1.0922321493785189e-16j),1.4063704466809548e-32,(-2.0684994922714228e-16-4.998237899359306e-17j),4.528513970513052e-32,(7.088728781973332e-17-7.259942404667791e-17j),1.0295683946347065e-32,1196.7630860079503,-6.328320757212219
339,(4.319754445265571e-17+7.959562399612402e-17j),8.201491206071521e-33,(-1.2451234684120258e-16+3.626807656241942e-17j),1.6818697893441448e-32,(-1.191361688724158e-16+2.911921837314282e-17j),1.504135561225955e-32,(-1.6277031886702318e-17+2.917031262428703e-17j),1.1158489056393634e-33,(-5.428679043826842e-18-7.121947049793498e-17j),5.101683534167116e-33,(6.251661726502417e-17+8.561037423569798e-17j),1.1237463611037778e-32,(-3.8105780362158486e-17-1.0933142789636284e-16j),1.3405411622866646e-32,(-2.453576170706094e-16-9.931610429932444e-17j),7.006404882776209e-32,(9.285154948004e-17-9.160356920099414e-17j),1.701262413120564e-32,1188.7960901650172,-6.319089071206074
340,(4.3268402072694924e-17+3.963741237736663e-17j),3.443279077897807e-33,(-9.72653804372249e-17+4.043719807544605e-17j),1.109572121979095e-32,(-7.59382887980809e-17+4.208259127630282e-17j),7.537568194109097e-33,(-3.804203655344369e-17+1.9735935601909073e-17j),1.836703699216248e-33,(5.4375779781222565e-18-4.87799636294049e-17j),2.4090521059542252e-33,(5.309016121085265e-17+1.2074198853614851e-16j),1.7397193013057743e-32,(5.452617024131237e-18-1.2000475745962416e-16j),1.4430872845355067e-32,(-1.310720423096754e-16-6.500548952519848e-17j),2.1405593943640028e-32,(4.923733506161653e-17-4.926147167237246e-17j),4.8510077552978474e-33,1180.8671224369496,-6.30985738519993
341,(2.1669518146652765e-17+1.316670685830123e-16j),1.7805784965951781e-32,(-9.572687966353519e-17+2.231380382383683e-17j),9.661541331205622e-33,(-8.692828825963004e-17+2.1857620242279265e-17j),8.03428286240503e-33,(-1.4121059180436835e-24+2.1245755764433113e-17j),4.5138213800194495e-34,(2.178583395539373e-17-8.733710700336078e-17j),8.102392820848477e-33,(-1.3635083927001281e-17+1.2144785280257564e-16j),1.4935496464052448e-32,(-2.1846057696365045e-17-5.117446402629951e-17j),3.0960760052519335e-33,(-2.1881002284853235e-16-1.1484642017194243e-16j),6.106752632528559e-32,(9.315568463186479e-17-5.624650485821193e-17j),1.1841650887996309e-32,1172.97606595241,-6.300625699193785
342,(5.426180836121238e-17+1.0530808066777281e-16j),1.4034135700559084e-32,(-1.3770344699502454e-16+2.9373735635137136e-17j),1.9825055659474455e-32,(-5.4418466270492693e-17+2.439748916125563e-17j),3.556606948606338e-33,(3.8166042349981955e-17+9.657335845304551e-17j),1.0783060351561033e-32,(4.364246028427747e-17-3.062460848561838e-18j),1.9140430061137106e-33,(-6.828617369750893e-18+1.4540789984781948e-16j),2.1190087353335962e-32,(1.0940773807333463e-17-1.0213166359097833e-16j),1.0550577239364002e-32,(-1.9724895851176994e-16-3.898597581717332e-17j),4.042705794439516e-32,(8.232973115740781e-17-2.1544499310580877e-17j),7.242350082994667e-33,1165.1228040143806,-6.29139401318764
343,(9.782917389510394e-17+1.5403789009473082e-16j),3.3298218849834866e-32,(-1.0455137804379903e-16+1.605834972261379e-17j),1.1188861246671152e-32,(-4.360516019963699e-17+7.842172259998723e-17j),8.051376571585354e-33,(1.3652767734725898e-17+5.892751126599866e-17j),3.6588496508227715e-33,(-5.464126251225038e-18+1.0667696468011485e-17j),1.436564236229513e-34,(-9.575522751568262e-18+1.1352287192566042e-16j),1.2979133086215697e-32,(-2.191692836997826e-17-7.75879187903334e-17j),6.500236891390129e-33,(-2.634238394844823e-16-1.0710069347351733e-16j),8.08626777512546e-32,(8.246283655957884e-17-6.522638085316154e-17j),1.1054600172653493e-32,1157.3072201001569,-6.282162327181496
344,(5.443699292982883e-17+1.2202762909047007e-16j),1.785412846068357e-32,(-1.09836205282001e-16+4.853367369717193e-17j),1.4419509473293424e-32,(-5.459414962988156e-17+1.1421955927092791e-16j),1.6026628893854915e-32,(2.734946436880128e-18+3.4239293617328055e-17j),1.1798091594262049e-33,(-9.303963279877777e-17-1.0192487848368809e-16j),1.9045054125245984e-32,(5.686051330170034e-17+8.17438263871751e-18j),3.2999385044570064e-33,(7.68326811528307e-17-5.951815279298823e-17j),9.445671405022039e-33,(-1.923889483862536e-16-6.978665073489903e-17j),4.1883684081963334e-32,(5.506368084998365e-17-5.943822677058067e-18j),3.0673379767651666e-33,1149.5291978613493,-6.272930641175351
345,(3.271449809436055e-17+1.4624811437228176e-16j),2.2458749343013928e-32,(-9.36127710519613e-17+7.503780681183616e-18j),8.819657628538228e-33,(-1.3123573073474156e-16+7.084767859979897e-17j),2.2242210584462008e-32,(-1.0957309432117698e-17-2.887420316632524e-18j),1.2839982607607772e-34,(-7.126188601721896e-17-5.848710824728858e-17j),8.498998229861161e-33,(5.901005546824674e-17+1.2157243148910555e-17j),3.62998520734729e-33,(8.79493871659814e-17-7.270060992583293e-17j),1.3020473386459814e-32,(-2.0370828115980694e-16-2.7000819280227214e-17j),4.222610805488645e-32,(5.515185348767022e-17-3.077857975878769e-17j),3.9890479150934974e-33,1141.7886211238838,-6.263698955169206
346,(5.461105224362016e-17+1.6712665648377987e-16j),3.091368633460277e-32,(-1.3311459357833087e-16+3.399721039258079e-17j),1.8875305338001612e-32,(-1.314448753310472e-16+9.166454658282557e-17j),2.5680144351029544e-32,(-2.1352334358739303e-24+3.866853138027129e-17j),1.4952553191070301e-33,(-8.784670348191757e-17-8.204634504798147e-17j),1.4448646048372384e-32,(5.63550648891625e-17+3.617523185189938e-18j),3.188979812657102e-33,(1.7067348272276077e-16-8.701190681154701e-17j),3.670050963169786e-32,(-1.9851850115158565e-16-2.419907333150201e-17j),3.9995190449575524e-32,(4.41917893807145e-17+8.31191293925442e-18j),2.0220021453791756e-33,1134.0853738880028,-6.254467269163062
347,(3.2818595224435725e-17+1.4318408288416037e-16j),2.1578741783883464e-32,(-9.870900004359329e-17-2.9302012445806585e-19j),9.743552550399437e-33,(-1.3165332239686654e-16+7.305508559365978e-17j),2.266964282923024e-32,(1.099217117831121e-17+1.6616385749337523e-17j),3.969321025840828e-34,(-1.0448339480360899e-16-4.6474355928532893e-17j),1.307664554865879e-32,(4.2677500495493886e-17-2.30465609474061e-17j),2.352513020045385e-33,(1.1580087617110345e-16-5.1433609593295933e-17j),1.6055259117790818e-32,(-2.430185144636506e-16-5.0508157876066984e-17j),6.160907238415327e-32,(5.5327340931254374e-17-4.891778518202219e-17j),5.454064361637725e-33,1126.419340328261,-6.245235583156916
348,(1.0956796482088222e-17+1.8678731081271723e-16j),3.500955086979654e-32,(-9.646182070031808e-17+1.6876381807661105e-17j),9.589695115738269e-33,(-1.0988425129695711e-16+5.70264689862908e-17j),1.532656684813721e-32,(2.7523801056042444e-17+2.7673658760524485e-17j),1.5233910137665566e-33,(-9.08787765996122e-17-3.481326743768491e-17j),9.470915625929994e-33,(2.4819592051608357e-17-8.642073510562992e-18j),6.906975841702353e-34,(1.1046060146144497e-16+3.916819137478645e-18j),1.2216885947379898e-32,(-1.4936034477807557e-16+1.4282273586861502e-17j),2.251249593103557e-32,(6.372687429410361e-17-1.377359911832229e-18j),4.0630116276232064e-33,1118.7904047935324,-6.236003897150772
349,2.137649766611966e-16j,4.5695465246961924e-32,(-9.7644777798314e-17+1.834520086474624e-17j),9.87104902605e-33,(-1.7609091241821487e-16+8.689046845929796e-17j),3.8557962945355673e-32,(-2.8608014798064352e-24+6.2892924564277655e-18j),3.9555199602487373e-35,(-7.998859824989137e-17-1.0441616739196654e-16j),1.7300911862809704e-32,(2.48585724550183e-17+6.98189905036304e-18j),6.666955388508548e-34,(1.4382430907764926e-16-6.588818537711813e-18j),2.072884441138608e-32,(-1.8283823683015595e-16+7.175528710676987e-18j),3.3481309059437947e-32,(1.0545324662403721e-16-2.6266710306298275e-17j),1.1810327293865013e-32,1111.1984518070026,-6.226772211144627
350,(3.297346781903677e-17+2.0241398307846235e-16j),4.2058670125701093e-32,(-1.039958107399293e-16+2.5938286340517653e-17j),1.148792334973788e-32,(-1.432974835973115e-16+4.572891249746813e-17j),2.2625302243522855e-32,(6.350326178960471e-17+6.400207817054522e-17j),8.12893026806765e-33,(-2.762532607211911e-18-1.394559226010695e-17j),2.02111129891064e-34,(-2.213104514406882e-17-2.4319642350581956e-18j),4.956976092094143e-34,(1.2742804065823243e-16-3.4085748516468124e-17j),1.7399743797924048e-32,(-1.8312399680419473e-16+3.3284594637705645e-17j),3.4642262445739105e-32,(8.33826741746949e-17-1.2792332580385722e-17j),7.11631412537053e-33,1103.6433660661744,-6.217540525138482
351,(4.403300191217317e-17+1.8602397967279601e-16j),3.654382627070227e-32,(-1.0553712471750074e-16+3.4922899541721744e-17j),1.235769360603849e-32,(-1.766404302052047e-16+8.639854283323945e-17j),3.866654978678691e-32,(4.977549942267876e-17+7.49518125858787e-18j),2.533778084876181e-33,(-2.7668345061371148e-17-1.5129455383631454e-17j),9.94437738640396e-34,(-2.2165466044008962e-17-5.1127559096214535e-18j),5.174481579394834e-34,(1.6646899540590816e-16-3.567941198193266e-17j),2.898494687082876e-32,(-2.2787155084797593e-16-1.2812404256419133e-17j),5.208960138869159e-32,(9.743108390801292e-17-5.343978810085513e-17j),1.2348627063754548e-32,1096.125032442866,-6.2083088391323376
352,(-2.2050576214039834e-17+6.479652759661073e-17j),4.684817899949516e-33,(-2.210728972656674e-17+1.4316092291629795e-17j),6.936827575568255e-34,(-1.658566866877885e-16+9.936021438161848e-17j),3.738089272101242e-32,(5.816129462452379e-17-3.237399914839777e-17j),4.430812013261118e-33,(-2.77111669240071e-17-3.413105335737475e-17j),1.9328375755741472e-33,(1.6649827922109037e-17-9.300325163887178e-18j),3.6371281798987483e-34,(8.892087785598326e-17+4.4150691847351675e-17j),9.8562061092785e-33,(-7.236377924500215e-17-4.0573288298765127e-17j),6.882708269994113e-33,(1.9516372374823124e-17-9.774338952081663e-19j),3.8184416769226096e-34,1088.6433359832085,-6.199077153126193
353,(-5.521134371129611e-17+1.1964463236581255e-16j),1.7363130528357314e-32,(-3.5979676483257225e-17+3.3637396940598046e-17j),2.426011592779208e-33,(-1.5503799322375714e-16+9.444353320025073e-17j),3.2956360306196636e-32,(7.212012798831442e-17-5.709005045759456e-17j),8.460586722301546e-33,(-2.7753844996924526e-17-4.7008197756608856e-17j),2.9800465684377587e-33,(5.002641474616354e-17+5.676589747466942e-18j),2.5348658435162153e-33,(5.566114656745368e-17+2.876216305727235e-17j),3.925425260936684e-33,(-1.0592533967178777e-16-4.3807178204044547e-17j),1.313924644678453e-32,(5.3054609213354786e-17-2.9849409171267756e-17j),3.705778786655554e-33,1081.1981619076512,-6.189845467120048
354,(-3.317757690415895e-17+6.782380295287498e-17j),5.7008198562217943e-33,(-5.3705736360741334e-17+2.5535165762929167e-17j),3.5363508085897246e-33,(-1.5527561123746437e-16+2.3647891378644537e-17j),2.4669738211824347e-32,(9.445547983861397e-17-5.992503886046633e-18j),8.957747774367094e-33,(8.338924993291255e-18-6.270338677699725e-17j),4.0012523833494515e-33,(4.4536077137966305e-17+1.645081196981258e-17j),2.2540913813050133e-33,(8.361967826056428e-17+5.797440761597069e-17j),1.0353282530823006e-32,(-5.0252058093135944e-17-5.2643715704665054e-17j),5.296630145789508e-33,(3.3559531607152456e-17-2.4678062383745638e-17j),1.735248924707506e-33,1073.7893956109574,-6.1806137811139035
355,(-4.430423481598379e-17+1.4388170308674973e-16j),2.2664809705773438e-32,(-7.079147873295827e-17+2.341864399264969e-17j),5.55986634765335e-33,(-2.221606020291559e-16+7.207392852716096e-17j),5.45499842672953e-32,(1.0016421167797808e-16-7.625843358267483e-17j),1.584821799355403e-32,(3.0622666983027666e-17-6.246513793750595e-17j),4.839641190705059e-33,(7.526924902096249e-17-7.640283363932367e-18j),5.7238337780608443e-33,(3.9082034036333406e-17+6.139092686716552e-17j),5.296251286026788e-33,(-1.3980194486279583e-16-2.9345799690866584e-17j),2.040575974691667e-32,(3.0809808261423466e-17-6.737258007710478e-17j),5.488308831351574e-33,1066.4169226622046,-6.1713820951077585
356,(-3.327860361494214e-17+7.79858447616449e-17j),7.189257441747816e-33,(-2.7803496583592134e-17+4.6963207045505473e-17j),2.978577238272834e-33,(-1.668733105845499e-16+7.688177081727004e-17j),3.37575084694469e-32,(1.1703559402662116e-16-5.4578377288864676e-17j),1.667612953664974e-32,(1.0883042110696335e-23-3.09096993673881e-17j),9.554095149824308e-34,(5.583961331466387e-18+1.5603776959964576e-17j),2.7465847956763323e-34,(-2.795809932173224e-17+3.257687589797539e-17j),1.8429081609559345e-33,(-5.0405081143896736e-17-3.5234482291815816e-19j),2.5407963519970516e-33,(3.366172138106165e-17-4.037194727325001e-17j),2.763005612970302e-33,1059.0806288047868,-6.1621504091016135
357,(-2.2219239455718413e-17+1.318803003528096e-16j),1.788610822313782e-32,(-3.0630031081376136e-17-2.247673330370533e-18j),9.432508394461273e-34,(-2.0055037574389254e-16+7.22123191449549e-18j),4.027259940137941e-32,(9.488617483211672e-17-8.637825753182345e-17j),1.6464589548505032e-32,(-3.490390739097829e-17-8.100362908988371e-17j),7.779870676889442e-33,(5.592393232776575e-18-2.5469982527563984e-17j),6.799948720244198e-34,(6.160070569964895e-17+8.320732546409548e-17j),1.0718105953582674e-32,(-1.2339848469346529e-16-4.884170275176185e-18j),1.5251041143920305e-32,(6.040165763661627e-17-6.989256444502511e-17j),8.533330809952992e-33,1051.780399956414,-6.152918723095469
358,(-3.337894259431224e-17+1.1934836275779494e-16j),1.5358185501680606e-32,(-9.272535708057412e-17+2.45283889995922e-18j),8.604008264389129e-33,(-1.673764696065599e-16-1.274893487376113e-18j),2.801650793135983e-32,(1.1459350672802968e-16+1.392185412113136e-17j),1.3325489806397047e-32,(8.24970350828961e-17-2.087300801570992e-17j),7.24144326109248e-33,(5.600799295674672e-18+3.542408101996058e-17j),1.2862344688591615e-33,(2.2433917847704248e-17+7.914530622415248e-17j),6.767260167312412e-33,(-1.1234901584410355e-16+1.8714155984493267e-17j),1.2972520995350575e-32,(4.220401293097216e-17-7.2853750330497e-17j),7.088847644696058e-33,1044.5161222091076,-6.1436870370893235
359,(-4.457180483921335e-17+1.3378538831907163e-16j),1.988517591430971e-32,(-5.2017811188230594e-17-5.458903044759698e-18j),2.735652303266495e-33,(-2.570276535868725e-16+9.215627121085401e-17j),7.455599303186182e-32,(1.2036314106216073e-16-6.243743289473258e-17j),1.8385718752833838e-32,(3.9209683297176506e-17+7.821578031642479e-18j),1.5985763471699542e-33,(4.487338025414827e-17+7.668920549565159e-17j),7.894854494987662e-33,(3.440144090059914e-24+9.06496992039225e-17j),8.21736796576164e-33,(-1.5752381464810648e-16+1.9965225010185542e-17j),2.5212362390998345e-32,(7.608082183973534e-17-9.606226117027904e-17j),1.501624947295645e-32,1037.2876818292107,-6.134455351083179
360,(-1.1159530692321604e-17+1.342575611900533e-16j),1.8149627861973773e-32,(-4.020770882040198e-17+4.381595000615109e-18j),1.6358582233356467e-33,(-2.0145136861121748e-16+9.559918339360222e-17j),4.972185778085621e-32,(7.709095925994758e-17-5.488660912312601e-17j),8.955555860653718e-33,(7.012151915290556e-18+8.417812609789739e-18j),1.2002984361664815e-34,(7.302773756792123e-17-3.6445831365989275e-18j),5.346333440528755e-33,(-2.2500886028229225e-17+9.07133548057789e-17j),8.735202612174492e-33,(-6.761065483154209e-17+3.5407245492278314e-17j),5.824873680100389e-33,(2.680900605063746e-17-1.652178286820484e-17j),9.916921145672226e-34,1030.0949652573752,-6.125223665077034
361,(-6.705631546176755e-17+1.3664329816183067e-16j),2.3167940375851042e-32,(-7.143058112119603e-17+1.3347798810912017e-17j),5.280491652408351e-33,(-2.1295794054861752e-16+1.487595107810116e-16j),6.748047649051444e-32,(8.422373880995018e-17-8.451189565914402e-17j),1.4235898687028755e-32,(-2.1769824912059297e-17-4.241393889473937e-17j),2.2728674892684027e-33,(3.375501016321284e-17+3.4009450234213135e-18j),1.1509671381709367e-33,(2.2534207185930398e-17+1.2362586156773876e-16j),1.5791144141864142e-32,(-9.59235656550297e-17-3.220864627384294e-17j),1.023872734276833e-32,(6.217593849627031e-17-7.086366063021717e-17j),8.887505725806578e-33,1022.9378591085716,-6.115991979070889
362,(-5.596258398478434e-17+1.0927481776527278e-16j),1.5072796603887616e-32,(-6.732782099733825e-17+1.1679774575909752e-17j),4.66945261439369e-33,(-2.1327166262181364e-16+4.701328993519388e-17j),4.76950515080033e-32,(9.559419040403631e-17-6.294269792175531e-17j),1.3100032460672486e-32,(3.516436857525013e-17-2.721166058966525e-17j),1.9770072893431795e-33,(8.451184433339568e-17-8.860513543908855e-18j),7.220760532893896e-33,(-1.1283694172279148e-17+1.2534125435281935e-16j),1.583775179691168e-32,(-8.476312818006992e-17+1.878441727459105e-17j),7.53764223121692e-33,(2.1227561647258414e-17-6.510453540829972e-17j),4.689209904218709e-33,1015.8162501720861,-6.106760293064745
363,(-2.2417846574939032e-17+1.3250676680981235e-16j),1.8060603095447493e-32,(-1.067586400326545e-16+4.894298908269664e-17j),1.3792823401970858e-32,(-2.1358429532946374e-16+9.249396147331488e-17j),5.417338412041065e-32,(8.306359779647988e-17-8.148304402365928e-17j),1.353904774225697e-32,(-1.5671070439292145e-17-2.114637180469641e-17j),6.927514892157155e-34,(8.46357245469894e-17+2.5793531842747414e-17j),7.82851215451669e-33,(-5.650119752632596e-17+1.0487903013338676e-16j),1.419199628362875e-32,(-1.0752401334586054e-16+6.409500364519705e-18j),1.1602495140923575e-32,(3.259664250123929e-17-7.839106648255198e-17j),7.207700406625482e-33,1008.7300254115173,-6.0975286070586
364,(-2.2450543971162184e-17+7.427349260948531e-17j),6.020578629012357e-33,(-5.169871732239218e-17+7.064684382162246e-17j),7.663733914737329e-33,(-2.589264964249759e-16+7.33481367705002e-17j),7.242287971861707e-32,(7.613519355660655e-17-4.726680515963552e-17j),8.030718567900891e-33,(3.526733590800983e-18-2.239662264536177e-17j),5.140465557392158e-34,(9.606039241559333e-17+4.049710404499041e-17j),1.086761442706856e-32,(-5.658360609363564e-17+1.1871787677192645e-16j),1.7295638743794036e-32,(-9.067860390761244e-17-1.577844058674188e-17j),8.471568393983011e-33,(3.832144055889809e-17-5.399054176089441e-17j),4.3835114061440434e-33,1001.6790719647818,-6.088296921052455
365,(-2.248312566057695e-17+1.5223673982933944e-16j),2.3681515893335283e-32,(-4.719511544869064e-17+6.758365586126453e-19j),2.2278356772691953e-33,(-2.367542441307795e-16+7.663461249710294e-17j),6.192543594651785e-32,(1.2425223189415348e-16-8.644507018336901e-17j),2.2911367289686084e-32,(-4.591397551045824e-17-3.724437922855693e-17j),3.495236931295522e-33,(4.527049387294494e-17+4.089991937020113e-18j),2.0661456495452347e-33,(-3.3999435296221924e-17+1.5070110718391516e-16j),2.3866785306919863e-32,(-1.5324221465435386e-16-6.672481472101083e-18j),2.3527698361166595e-32,(1.7056454126731712e-17-9.692502872616251e-17j),9.685383820944732e-33,994.6632771441106,-6.079065235046311
366,(2.2515591524995342e-17+1.3827488542591622e-16j),1.96268958012707e-32,(-8.888315073746403e-17+2.9465376326931535e-17j),8.76842288710645e-33,(-2.822572932295478e-16+4.5247488897064397e-17j),8.17165148327609e-32,(1.0463570718897704e-16+8.510576786716443e-18j),1.1021061136179939e-32,(2.1221680359018714e-17+6.4309392595194325e-18j),4.91716697019989e-34,(5.666983273932718e-17+6.303007676855808e-17j),7.184260520153646e-33,(-6.809706426572642e-17+1.2926427927487006e-16j),2.1346464058062074e-32,(-1.023090002960504e-16+3.527735192589685e-17j),1.171162310048082e-32,(3.1315343842298035e-17-9.711402387474032e-17j),1.0411784393104987e-32,987.6825284360485,-6.069833549040166
367,(-5.636985362508926e-17+1.4917098367400024e-16j),2.542954276798283e-32,(-9.501556374592144e-17-2.1242912615212734e-18j),9.032469967319034e-33,(-2.374367862402927e-16+7.79238769244762e-17j),6.244835805505936e-32,(1.0407803243925127e-16-1.813680517745602e-17j),1.1161180538470835e-32,(2.8336225226554286e-17+1.786534088092268e-17j),1.1221120648815788e-33,(1.1350250922617531e-16+5.248609493255277e-17j),1.5637609761906954e-32,(-9.09265366803183e-17+1.2377571057576637e-16j),2.3588061601213154e-32,(-1.593759927655843e-16+2.7691631622059006e-17j),2.61675335319074e-32,(3.9913152460811384e-17-1.1421798080853056e-16j),1.4638806879337833e-32,980.7367135014576,-6.060601863034021
368,(-3.9515306818943717e-17+9.207316513498802e-17j),1.0038927210970034e-32,(-6.19014655244912e-17+2.845845972260865e-17j),4.641675363863111e-33,(-1.5851747889390072e-16+5.035611166828457e-17j),2.7663529097227006e-32,(9.784558655275922e-17-2.4326620145985977e-18j),9.579676652330765e-33,(-5.675335838238489e-18+4.723855794496205e-18j),5.452425044398953e-35,(9.661505312229544e-17-1.109696220491804e-19j),9.334480804080986e-33,(-5.691032465690118e-17+1.3181692924249333e-16j),2.061448788747439e-32,(-5.700136945365348e-17-2.1090626715996425e-17j),3.693970654865402e-33,(3.997022460032713e-17-4.6230081578734325e-17j),3.734839297377027e-33,973.825720175515,-6.051370177027877
369,1.3431308710270903e-16j,1.8040005367059903e-32,(-3.081764204303545e-17-7.753061309774177e-18j),1.0098370207657838e-33,(-2.3811441231315793e-16+6.432805656898121e-17j),6.083657221318263e-32,(1.0508510459178442e-16+1.8157072328573252e-17j),1.1372558482611311e-32,(8.525135645247747e-18-3.844278958717014e-17j),1.5505260090133108e-33,(9.675247727587678e-17+2.779607071753293e-17j),1.0133663406353143e-32,(-5.699127308830963e-17+1.7675388618089862e-16j),3.448994148827635e-32,(-1.512684821790756e-16-8.472781572081114e-18j),2.2953941728329506e-32,(2.573167775174728e-17-9.147614644470359e-17j),9.030004608292622e-33,966.949436467711,-6.042138491021732
370,(-5.661073625478418e-18+7.635752497907412e-17j),5.862519375523015e-33,(-4.8952337447562996e-17+8.136362815809505e-17j),9.016371328628836e-33,(-2.157417458259653e-16+8.667895904873624e-17j),5.405774283380792e-32,(1.1376629641041316e-16-1.2532004290399648e-17j),1.3099821330476585e-32,(-6.54517878680886e-17-5.663967404297185e-17j),7.491989210823367e-33,(1.2538628560752033e-16+7.963618810277766e-18j),1.5785139843006068e-32,(-7.990070069045954e-17+8.840377175449979e-17j),1.4199348831248094e-32,(-1.0289381647403407e-16-1.2784431236577885e-17j),1.0750579150634993e-32,(1.1452481481126175e-17-4.2165946857093263e-17j),1.9091264064307514e-33,960.107750561853,-6.032906805015587
371,(-2.8345224501660435e-17+1.0232562905777665e-16j),1.1273986114119235e-32,(-8.099165936707401e-17+9.820126653977266e-18j),6.656083774532302e-33,(-2.2741635323228535e-16+9.402860261019474e-17j),6.055957582629751e-32,(1.0823016425250909e-16-2.922370300380127e-17j),1.2567793271379478e-32,(-6.269421276398479e-17-6.75833505833911e-17j),8.498073590173342e-33,(1.5409984969132497e-16+8.329237477514011e-18j),2.3816139871845772e-32,(-2.857613723109378e-17+9.71819174401977e-17j),1.0260920696403707e-32,(-1.2879837210926306e-16+2.4591028525532402e-17j),1.7193739341939743e-32,(5.734293631963583e-18-9.574723251605049e-17j),9.200414657940215e-33,953.3005508160643,-6.023675119009443
372,(-1.7030961184594528e-17+1.3855113675088878e-16j),1.9486471133834652e-32,(-4.9089944818371633e-17+1.2670229637615017e-17j),2.57035740134067e-33,(-2.2773494876531495e-16+9.916467555625743e-17j),6.169683976731841e-32,(1.3102075195439384e-16-2.4390877358399254e-17j),1.776135234100727e-32,(-7.419696242613899e-17-2.986179900965203e-17j),6.396916273358734e-33,(1.2002335200142735e-16+1.9331840125907066e-17j),1.4779325068312168e-32,(-5.150912086188052e-17+1.4372913735659236e-16j),2.3311254457234008e-32,(-7.165489836864045e-17+2.0701506114514094e-17j),5.562976815629457e-33,(1.7227023000838435e-17-1.0338190288888046e-16j),1.0984588166397326e-32,946.5277257627799,-6.014443433003297
373,1.514741378567618e-16j,2.2944414439449276e-32,(-3.98966470703001e-17+1.2813415060122272e-17j),1.755926052955054e-33,(-2.1664976248967243e-16+4.7946379358688606e-17j),4.9235974880438755e-32,(1.2825799696228502e-16-6.607686691579575e-17j),2.0816266126185297e-32,(-7.715809169528744e-17-8.793907169557235e-17j),1.36866514447374e-32,(4.5786913251497367e-17+6.6712384827848126e-18j),2.140946847994334e-33,(-3.438728147732116e-17+1.1914570755240635e-16j),1.5378184755564054e-32,(-9.471630379011269e-17+4.9992652781057776e-17j),1.1470443535748321e-32,(5.750335826613732e-18-1.3820316561172772e-16j),1.9133181347221475e-32,939.7891641087556,-6.005211746997153
374,(1.7078351856289214e-17+1.0308870488604824e-16j),1.0918951177209965e-32,(-9.77396542564653e-17+2.5275670016799777e-17j),1.0191899508971526e-32,(-2.740423873731061e-16+6.503823356385426e-17j),7.932920190225797e-32,(1.1467168716906756e-16+1.395539160846344e-17j),1.3344348793146068e-32,(1.7170034136505128e-17-3.366404053677021e-17j),1.428077697510059e-33,(8.023822215623861e-17+3.183764793114642e-17j),7.451808120581532e-33,(-2.8695805144807714e-17+1.1382198040163525e-16j),1.3778892455459015e-32,(-1.3508605639802702e-16+1.0253076904987386e-16j),2.8760801235129503e-32,(-1.1516663512853646e-17-9.95570530459521e-17j),1.0044240349662816e-32,933.0847547350567,-5.995980060991008
375,(1.7101915915042736e-17+1.751864247190418e-16j),3.09827589338057e-32,(-9.501686168491195e-17+5.67734103796254e-18j),9.06043620571102e-33,(-2.972888729509939e-16+1.4714125444698559e-16j),1.1003122274070476e-31,(8.019298073471534e-17-2.5591025545076324e-17j),7.085814747567174e-33,(-6.590923130208948e-17-4.3172917333221664e-17j),6.207927561893523e-33,(2.8696045627637686e-17-4.040961321882849e-18j),8.39792403068417e-34,(-4.0229564355685814e-17+1.0628573402675098e-16j),1.291507510585352e-32,(-1.2519896368323651e-16+7.407409450010321e-17j),2.11617519833666e-32,(1.1532519574028764e-17-1.3918888390051772e-16j),1.9506544409197157e-32,926.4143866970674,-5.986748374984863
376,(-4.566771299767514e-17+1.334750644444105e-16j),1.9901132838877564e-32,(-9.943965966996692e-17+7.302261760915075e-18j),9.94156894210377e-33,(-2.633473260928343e-16+1.062897724333905e-16j),8.064932988418756e-32,(8.568050298216715e-17-6.096340589768971e-17j),1.1057685449923624e-32,(-1.6069494922730165e-16-1.8823191945946102e-17j),2.6177179262198987e-32,(2.2988348076513583e-17-1.138251521757402e-16j),1.348462941511736e-32,(5.754971936896023e-18+6.200508716430409e-17j),3.877750536247408e-33,(-1.5851483750884047e-17+3.4903801573859286e-17j),1.4695449014118828e-33,(6.351601732971286e-17-4.666184780089346e-17j),6.21161249762213e-33,919.7779492244864,-5.977516688978719
